time,q3,dq3,ddq3,q3_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM,,
50.0097,0.012192775,-0.005697625,0.006308395,-1.408608161,-5.780692064,4.8616002,-5.866303005,-0.6810205,0.76152902,-4.436686101,-3.829269509,-3.704709131,,
50.0253,0.012108021,-0.005625959,0.00300508,-1.490807384,-5.766665632,4.2625897,-5.8568454,-0.7229306,0.760184555,-4.397624991,-3.795064116,-2.944859925,,
50.0402,0.012025881,-0.0054955,0.000725866,-1.935968442,-5.741132322,3.6835776,-5.83935531,-0.7517696,0.721056613,-4.349525132,-3.748884563,-2.629693539,,
50.055,0.011947306,-0.005318107,0.00143468,-2.632341498,-5.706413062,3.1289398,-5.814984034,-0.7694425,0.730473861,-4.297328152,-3.694696129,-2.323233743,,
50.0698,0.011871841,-0.005137671,0.004216895,-3.485761236,-5.671098313,2.5983538,-5.789462793,-0.784701,0.704455438,-4.246149802,-3.637325833,-1.778859468,,
50.0853,0.011797258,-0.005018504,0.00579538,-4.434628137,-5.647774983,2.0849419,-5.772181975,-0.8110227,0.85005232,-4.200899733,-3.581784092,-2.054665694,,
50.1006,0.011720183,-0.005013414,0.00325272,-5.414069926,-5.646778856,1.5767338,-5.771436133,-0.8601107,0.804445827,-4.166138613,-3.532848868,-2.655026767,,
50.1159,0.011637863,-0.005131528,-0.003184969,-6.305251131,-5.669896052,1.0612756,-5.788580449,-0.9350189,0.548729816,-4.145742407,-3.494733509,-3.436565289,,
50.131,0.011549962,-0.005331045,-0.009713444,-6.927297941,-5.708945231,0.53073,-5.816785135,-1.0281965,0.525665207,-4.142093424,-3.47060823,-3.479948702,,
50.147,0.011458776,-0.0055451,-0.01162606,-7.104035601,-5.750839925,-0.0158396,-5.846047198,-1.1264126,0.530247462,-4.155034985,-3.461947728,-4.212997722,,
50.1625,0.011367488,-0.005720824,-0.007026466,-6.768390307,-5.78523255,-0.574147,-5.869342175,-1.2187089,0.662376454,-4.181326931,-3.467980243,-6.365180667,,
50.1784,0.011278062,-0.005841067,0.001733004,-6.017117527,-5.808766482,-1.1383957,-5.884923074,-1.3011017,0.590479441,-4.21524807,-3.485639903,-7.032641339,,
50.194,0.011190429,-0.005917479,0.009983406,-5.064605033,-5.82372168,-1.7041245,-5.894678012,-1.3754837,0.492176854,-4.250211252,-3.510207957,-6.429531024,,
50.2098,0.011103022,-0.0059672,0.014101883,-4.1410465,-5.833453128,-2.2686712,-5.90096596,-1.4450174,0.42505258,-4.280507089,-3.536417365,-5.482559336,,
50.225,0.011013846,-0.005990673,0.013775154,-3.427516751,-5.838047106,-2.8295232,-5.903918233,-1.5095293,0.372358392,-4.302375375,-3.55956832,-5.432526248,,
50.2401,0.010921671,-0.005964692,0.011852799,-3.059041623,-5.832962117,-3.3821224,-5.900649808,-1.563886,0.391873955,-4.314371408,-3.576369583,-5.594747792,,
50.2557,0.010827183,-0.005860313,0.011858971,-3.134044434,-5.812533127,-3.9194461,-5.887390543,-1.6015183,0.322248401,-4.317488903,-3.585522522,-5.164197046,,
50.2707,0.010733174,-0.005678745,0.014811649,-3.669078526,-5.776996866,-4.4348677,-5.863821604,-1.6218998,0.323066409,-4.315164459,-3.588070372,-3.458469459,,
50.2866,0.010642756,-0.005476517,0.018013959,-4.535559344,-5.737416977,-4.9270978,-5.83678023,-1.636129,0.335434963,-4.312698328,-3.587269023,-3.762297078,,
50.3024,0.010556426,-0.005350944,0.01717927,-5.472614027,-5.71283998,-5.40355,-5.819548055,-1.6644286,0.296960991,-4.315751301,-3.587706382,-4.858289632,,
50.3184,0.010470842,-0.005385329,0.010309207,-6.198672882,-5.719569742,-5.8787085,-5.824301221,-1.7250477,0.223618907,-4.328289055,-3.593842314,-4.035636664,,
50.3344,0.01038122,-0.005588604,-7.04E-06,-6.536984035,-5.759354623,-6.3673156,-5.851873918,-1.8214542,0.259247185,-4.351499905,-3.608613703,-3.538847285,,
50.3503,0.010285412,-0.00587881,-0.008169171,-6.459669997,-5.816153357,-6.8764641,-5.889755364,-1.9381271,0.24409585,-4.383883484,-3.63272105,-5.374678607,,
