time,q2,dq2,ddq2,q2_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM,,,
42.108,-0.01295054,0.000245338,-0.003874265,8.326686082,3.965790368,-6.961,3.930994297,-7.1961859,-4.872682365,3.409550591,6.666511078,8.248935502,,,
42.1242,-0.012943048,0.000254627,-0.003149366,8.384440377,3.971197311,-6.95845,3.943448285,-7.1917276,-4.140705694,3.436416181,6.744519194,8.260557275,,,
42.1403,-0.012933491,0.000273232,-0.002191325,8.414553448,3.98202696,-6.95572,3.967664445,-7.1852026,-4.825839081,3.463444007,6.81627417,8.30885077,,,
42.1551,-0.012922047,0.000291061,-0.001268578,8.433949834,3.992404484,-6.95281,3.990032993,-7.1786531,-4.982406251,3.490490411,6.882116755,8.369258218,,,
42.2014,-0.012910029,0.000299269,-0.000291821,8.484839235,3.9971824,-6.94982,4.000077634,-7.1739594,-4.266997056,3.517501193,6.942335983,8.421662679,,,
42.2167,-0.012899112,0.000298493,0.000880936,8.584170305,3.996730853,-6.94683,3.999134906,-7.1710844,-4.418674701,3.544645303,6.997375552,8.469547922,,,
42.2328,-0.012890198,0.000298953,0.002154753,8.692175866,3.996998599,-6.94384,3.999694061,-7.1679556,-4.232536219,3.572179102,7.047901539,8.53283399,,,
42.2474,-0.012882909,0.000312497,0.003247384,8.735145099,4.004882131,-6.94072,4.015949536,-7.1620522,-3.831533896,3.600143311,7.094586839,8.619187658,,,
42.2629,-0.012876085,0.000343032,0.00391129,8.662092435,4.022655999,-6.93729,4.051219901,-7.1524141,-4.528634819,3.62818319,7.137746128,8.702200026,,,
42.2786,-0.012868678,0.000382879,0.004056575,8.48147708,4.045850106,-6.93346,4.094710182,-7.1404945,-4.5274055,3.655673008,7.177114028,8.729938799,,,
42.294,-0.012860272,0.000417931,0.003756052,8.247309057,4.06625295,-6.92928,4.130913397,-7.1291857,-4.063393288,3.682036278,7.211938514,8.658456018,,,
42.3086,-0.012851014,0.000437069,0.003183261,8.015486263,4.077392911,-6.92491,4.149961016,-7.1208901,-4.754950132,3.706989516,7.241296128,8.481534248,,,
42.3237,-0.012841292,0.000437977,0.002498306,7.814072298,4.077921576,-6.92053,4.150853135,-7.1162596,-3.783769651,3.730550666,7.264392586,8.23319344,,,
42.339,-0.012831527,0.000426001,0.001785748,7.645957856,4.070950688,-6.91627,4.139004587,-7.1143475,-4.809282441,3.752888349,7.280699091,7.965425088,,,
42.3541,-0.012822105,0.000409407,0.001133973,7.506731064,4.06129169,-6.91217,4.122272154,-7.1135347,-4.129478088,3.774186285,7.289949151,7.722229271,,,
42.37,-0.012813257,0.000395347,0.000722039,7.394419122,4.053107713,-6.90822,4.107793674,-7.1123539,-3.798666811,3.79460444,7.292096406,7.72220103,,,
42.385,-0.012804882,0.000387371,0.000714422,7.305538972,4.048465024,-6.90435,4.099451331,-7.110028,-4.433363108,3.814293014,7.287285748,7.490361178,,,
42.4002,-0.012796576,0.00038442,0.001030822,7.227059614,4.046746996,-6.9005,4.096339844,-7.1067193,-3.777185109,3.833384742,7.275817014,7.310566656,,,
42.4155,-0.012787961,0.00038268,0.001279341,7.136472483,4.045734439,-6.89668,4.094499745,-7.1031841,-4.398631049,3.851942275,7.258062539,7.192174878,,,
42.4311,-0.012778995,0.000379951,0.001004258,7.014578773,4.044145665,-6.89288,4.091603029,-7.0998761,-4.419289968,3.869904768,7.234345305,7.113989116,,,
42.4467,-0.012769917,0.000378429,7.93E-05,6.861884061,4.043260176,-6.88909,4.08998351,-7.0963401,-4.328348958,3.887104743,7.204847615,7.041007034,,,
42.4626,-0.012760959,0.000382376,-0.001098797,6.702452239,4.045557489,-6.88527,4.094177697,-7.0916621,-4.088071455,3.90337648,7.169629224,6.942246608,,,
42.479,-0.012752178,0.000392589,-0.001836305,6.569847516,4.051502066,-6.88134,4.104919298,-7.0856175,-4.190303023,3.918686773,7.128760265,6.811780683,,,
42.494,-0.01274349,0.000403744,-0.001674746,6.486701512,4.057995151,-6.87731,4.116474312,-7.0792698,-4.139658685,3.93318781,7.082483728,6.664259662,,,
42.5094,-0.012734776,0.00040795,-0.000807568,6.453242225,4.060443747,-6.87323,4.120785154,-7.0742798,-3.50952986,3.947155959,7.031301804,6.530122993,,,
42.5243,-0.012725913,0.000401338,6.52E-05,6.450426265,4.056594815,-6.86921,4.113997611,-7.0715374,-4.23165504,3.960866695,6.975939654,6.436928104,,,
42.5399,-0.012716809,0.000387982,0.000435048,6.451997369,4.048820657,-6.86533,4.100093748,-7.0702898,-4.121555816,3.974487798,6.917219087,6.394922692,,,
42.5548,-0.012707472,0.000378381,0.000520452,6.435473009,4.043232151,-6.86155,4.089932194,-7.0683829,-4.142678214,3.988040786,6.855913946,6.393317113,,,
42.5701,-0.012698034,0.000382856,0.000902895,6.386978741,4.045836568,-6.85772,4.094685554,-7.0635939,-3.98886855,4.001424519,6.792643706,6.406841369,,,
42.5853,-0.012688681,0.000402828,0.001598275,6.303682504,4.057462075,-6.85369,4.11553247,-7.0554787,-3.748271389,4.014465974,6.727823708,6.406854134,,,
42.6012,-0.012679554,0.00042676,0.001794744,6.199047272,4.071392278,-6.84942,4.139760703,-7.0463227,-3.517734947,4.026982036,6.661675038,6.371798931,,,
42.6171,-0.01267071,0.000436982,0.000744515,6.104962684,4.077342529,-6.84505,4.149875941,-7.0398259,-3.903696571,4.038865203,6.594308209,6.295572291,,,
42.6326,-0.012662112,0.000423955,-0.001262324,6.056618721,4.069759366,-6.84081,4.136960942,-7.038147,-4.420486748,4.050178113,6.525878265,6.192710613,,,
42.6484,-0.012653558,0.000395382,-0.003067845,6.062544349,4.053127882,-6.83686,4.107829707,-7.0398911,-3.802867037,4.061168294,6.456732384,6.094119423,,,
42.6639,-0.01264467,0.000371853,-0.003675597,6.089361977,4.039432292,-6.83314,4.082940207,-7.0408575,-3.614529867,4.072125336,6.387418116,6.034584017,,,
42.6799,-0.012635051,0.000373468,-0.002857545,6.084782076,4.040372368,-6.82941,4.084676362,-7.0367403,-3.451604703,4.083158014,6.318506662,6.023408276,,,
42.6957,-0.012624562,0.000407956,-0.000891913,6.019737183,4.060447212,-6.82533,4.120791235,-7.0256481,-3.662616065,4.094095116,6.250359885,6.038626991,,,
42.7117,-0.012613474,0.00046642,0.001788267,5.906680927,4.094477394,-6.82066,4.178278192,-7.0091309,-3.211984172,4.104612546,6.183031581,6.039833406,,,
42.7273,-0.012602313,0.000527314,0.004473016,5.779923268,4.129923039,-6.81539,4.233956641,-6.9915058,-3.683813899,4.114457831,6.116360748,5.995299042,,,
42.7432,-0.012591522,0.000567034,0.006071841,5.664984866,4.153043118,-6.80972,4.268313028,-6.9777451,-3.96498868,4.123566142,6.05014447,5.900032706,,,
42.7584,-0.012581222,0.000572696,0.005627448,5.565299579,4.156338644,-6.80399,4.273096248,-6.9707904,-3.583905877,4.132008683,5.984249928,5.772756031,,,
42.774,-0.012571196,0.00054951,0.003139962,5.46737612,4.14284266,-6.7985,4.253331264,-6.9698844,-3.858419422,4.139869937,5.918619593,5.638846277,,,
42.7891,-0.012561058,0.000516708,-0.00017565,5.353277287,4.123749448,-6.79333,4.224533537,-6.9712492,-3.367289702,4.147156651,5.853207048,5.638843289,,,
42.8051,-0.012550486,0.000494119,-0.002586358,5.215788539,4.110600782,-6.78839,4.204088889,-6.9707853,-3.694150883,4.153777992,5.787904642,5.475185286,,,
42.8202,-0.012539418,0.000489894,-0.002891079,5.070932601,4.108141541,-6.78349,4.200206257,-6.9666636,-2.868945131,4.159607777,5.722524659,5.30553408,,,
42.8356,-0.012528115,0.000498936,-0.000969208,4.95550922,4.113404793,-6.7785,4.208492831,-6.9597767,-3.695397428,4.164611101,5.656875021,5.141295066,,,
42.8512,-0.012517005,0.000510832,0.002305168,4.904477389,4.120329032,-6.77339,4.219265104,-6.952194,-2.950585148,4.168954582,5.590905098,5.14129508,,,
42.8673,-0.012506391,0.000518166,0.005451963,4.921241493,4.124597886,-6.76821,4.225835071,-6.9454563,-3.4013094,4.172993728,5.524822493,4.979016579,,,
42.883,-0.012496248,0.000519309,0.007003001,4.964749747,4.125263206,-6.76302,4.226854231,-6.9399546,-3.153544229,4.177100479,5.459069967,4.878324199,,,
42.8987,-0.012486279,0.00051683,0.006267845,4.970748101,4.12382012,-6.75785,4.224642031,-6.935208,-2.972595806,4.181421802,5.394134291,4.857234833,,,
42.9141,-0.012476121,0.000514577,0.003733993,4.898387219,4.122508933,-6.7527,4.222626759,-6.9304386,-3.872686631,4.185754117,5.330293926,4.885114071,,,
42.9292,-0.012465547,0.000514798,0.00069445,4.765295294,4.122637318,-6.74756,4.222824308,-6.9251687,-3.758731536,4.18967131,5.267491277,4.903545517,,,
42.944,-0.012454573,0.000516213,-0.001608205,4.640037584,4.123461205,-6.74239,4.224090884,-6.9196438,-3.622081307,4.192843715,5.205442518,4.867377733,,,
42.9596,-0.012443482,0.000514501,-0.002652114,4.600070445,4.122464665,-6.73725,4.222558632,-6.9147664,-3.225100317,4.195315765,5.14392183,4.771524377,,,
42.9743,-0.012432693,0.000505913,-0.002686034,4.686701744,4.117465497,-6.73219,4.214827752,-6.911362,-3.200740603,4.197553621,5.083038976,4.665526235,,,
42.99,-0.012422429,0.00049264,-0.002212529,4.875865011,4.10973958,-6.72726,4.202731388,-6.9090362,-2.888961415,4.200246408,5.023345567,4.619700716,,,
43.005,-0.012412376,0.000485653,-0.001432196,5.071910985,4.10567297,-6.72241,4.196289673,-6.9055146,-3.659151418,4.203948988,4.965688557,4.683594017,,,
43.0202,-0.012401767,0.000499943,-0.000250802,5.13891513,4.113990862,-6.71741,4.209410236,-6.8975607,-2.477359158,4.208694006,4.910825805,4.84710653,,,
43.0353,-0.012389942,0.000542851,0.001197053,4.973734925,4.138966799,-6.71198,4.247566794,-6.883405,-3.582659003,4.213776959,4.858950219,5.027702098,,,
43.0512,-0.012376894,0.000604897,0.002243809,4.580989473,4.175082492,-6.70593,4.299796818,-6.8647636,-2.660607547,4.217937757,4.809394296,5.027698396,,,
43.0665,-0.012363248,0.00066273,0.002094205,4.085559096,4.208745703,-6.6993,4.345757847,-6.8463848,-3.043683261,4.219946442,4.76075457,5.027698589,,,
43.0817,-0.012349787,0.000693179,0.000558064,3.662996496,4.226469225,-6.69237,4.369021419,-6.833215,-2.735180467,4.21925437,4.71142428,4.798874442,,,
43.0975,-0.012336996,0.000687135,-0.001679367,3.441359588,4.222951679,-6.6855,4.364452499,-6.8274593,-3.148957258,4.216267041,4.660237722,4.798876997,,,
43.1133,-0.012324966,0.000652555,-0.003563431,3.445358075,4.202822932,-6.67897,4.337845254,-6.8278044,-3.015578311,4.212084283,4.60686834,4.224540995,,,
43.1291,-0.012313547,0.000606257,-0.004414347,3.605587127,4.175873686,-6.67291,4.300905607,-6.8309803,-2.492770979,4.207937694,4.551816018,3.673079207,,,
43.1442,-0.012302511,0.000564023,-0.004123103,3.806751219,4.151290404,-6.66727,4.265757889,-6.8337659,-2.7572664,4.204678604,4.496067436,3.373015062,,,
43.1599,-0.0122916,0.000537253,-0.002775999,3.939428496,4.135708196,-6.6619,4.242688895,-6.8337074,-2.535870995,4.202528203,4.440638868,3.37110758,,,
43.1741,-0.012280508,0.000534426,-0.000447187,3.934524843,4.134062296,-6.65655,4.24021402,-6.8288535,-2.282859116,4.201109932,4.386195855,3.563428763,,,
43.1895,-0.012268924,0.000560023,0.002452937,3.775962904,4.148962365,-6.65095,4.262351872,-6.8180126,-2.621403713,4.199671331,4.33285846,3.563425094,,,
43.2043,-0.012256681,0.000608768,0.004800631,3.49857828,4.177335348,-6.64487,4.302950224,-6.8020138,-2.83848974,4.197376431,4.280211454,3.731769563,,,
43.2195,-0.012243918,0.000661574,0.005109752,3.178567306,4.208072851,-6.63825,4.344862518,-6.7846611,-3.053138416,4.193415794,4.227485781,3.736715975,,,
43.2348,-0.012231058,0.000691625,0.002682999,2.91426659,4.225564902,-6.63133,4.367849029,-6.7715885,-2.584195058,4.18279391,4.17385694,3.736715463,,,
43.2496,-0.012218553,0.000680903,-0.001334708,2.792541561,4.219323588,-6.62452,4.359715348,-6.7668396,-3.004814019,4.16454901,4.118780732,3.459789895,,,
43.2651,-0.012206566,0.000635455,-0.004226967,2.848864198,4.192869398,-6.61817,4.3243845,-6.769548,-2.311852443,4.139481927,4.062249519,3.094199056,,,
43.2803,-0.012194876,0.000584449,-0.003530628,3.043655632,4.163179694,-6.61233,4.282939319,-6.7738939,-2.635786447,4.109539764,4.004846676,2.827868564,,,
43.2956,-0.012183095,0.000560402,0.000958892,3.278170356,4.149182514,-6.60672,4.262674556,-6.7730523,-1.989580982,4.077135095,3.947546656,2.768190289,,,
43.3115,-0.012170977,0.000575819,0.006831443,3.451745111,4.158156856,-6.60096,4.275723605,-6.7641031,-2.588971633,4.044254444,3.891344514,2.912186054,,,
43.3271,-0.012158527,0.000616312,0.010810566,3.524681271,4.18172705,-6.5948,4.309064278,-6.7496913,-2.523484021,4.011878401,3.836922697,3.167916778,,,
43.3433,-0.012145915,0.000655089,0.011122154,3.535406593,4.2042982,-6.58825,4.33982283,-6.7352322,-2.762294767,3.980097325,3.784554907,3.167915351,,,
43.3589,-0.012133341,0.000673602,0.00843964,3.55872774,4.215073822,-6.58151,4.354134199,-6.7246681,-2.397699605,3.948782899,3.734274423,3.420722217,,,
43.3743,-0.012120952,0.000670213,0.004805946,3.647288017,4.213101303,-6.57481,4.351531735,-6.7185508,-2.019241222,3.918251594,3.686141311,3.420719492,,,
43.3896,-0.012108806,0.000654143,0.00184552,3.806351541,4.203747641,-6.56827,4.339085335,-6.7151512,-2.150777273,3.889467734,3.640408551,3.624053116,,,
43.4044,-0.012096872,0.00063547,-4.01E-05,4.01135028,4.192878435,-6.56191,4.324396816,-6.7124657,-2.505429857,3.863802718,3.597517384,3.787579193,,,
43.4191,-0.012085078,0.000620587,-0.001086254,4.239854426,4.18421506,-6.55571,4.31250883,-6.7091678,-2.480276952,3.842688782,3.557997231,3.945250809,,,
43.434,-0.012073389,0.00061306,-0.001196733,4.486589695,4.17983397,-6.54958,4.306434104,-6.7044641,-2.169358342,3.827453913,3.522383135,4.123977677,,,
43.4491,-0.012061833,0.000614513,0.000158812,4.753931184,4.180679656,-6.54343,4.307610065,-6.6979368,-2.399455898,3.819352059,3.491196884,4.123972972,,,
43.4638,-0.0120504,0.00062317,0.003018637,5.035772945,4.185718783,-6.5372,4.314584019,-6.6898704,-2.044992603,3.819597267,3.464954659,4.426818874,,,
43.4794,-0.012038885,0.000633358,0.006161753,5.316674396,4.191648859,-6.53087,4.322719482,-6.6813924,-2.18156259,3.829255366,3.444146927,4.784389608,,,
43.4941,-0.012026894,0.000638906,0.00768259,5.587599297,4.194878148,-6.52448,4.327117841,-6.673793,-1.898699028,3.84906866,3.429190805,5.143235809,,,
43.5099,-0.012014099,0.000637888,0.006555627,5.857495821,4.194285903,-6.5181,4.326312856,-6.6675266,-2.014484579,3.879416107,3.420407855,5.472939976,,,
43.5253,-0.012000543,0.000634388,0.003628941,6.142818163,4.192248275,-6.51176,4.323537584,-6.661796,-1.963548413,3.920470374,3.418061464,5.767871544,,,
43.5407,-0.011986668,0.000636356,0.001015624,6.44317462,4.193393687,-6.50539,4.325098739,-6.654944,-1.878516097,3.972357177,3.422414412,6.042226153,,,
43.5562,-0.011972963,0.000651139,0.000396199,6.729993367,4.201999144,-6.49888,4.336739035,-6.6453603,-2.524841954,4.035077374,3.433727353,6.042230684,,,
43.5718,-0.011959606,0.000680661,0.001689356,6.963546783,4.219182915,-6.49207,4.359531165,-6.6325085,-2.255586566,4.108209842,3.452168355,6.412312804,,,
43.5877,-0.011946405,0.000718767,0.00317692,7.124929559,4.24136357,-6.48489,4.388113908,-6.6175413,-1.497193764,4.190693114,3.477696484,6.784298527,,,
43.6038,-0.011933028,0.000753125,0.002985795,7.234621036,4.261362699,-6.47735,4.41313362,-6.6029809,-2.104762027,4.263006113,3.510023319,7.086021093,,,
43.6189,-0.011919205,0.000771794,0.000737808,7.341323802,4.272229798,-6.46964,4.426448041,-6.5913916,-2.080727257,4.279286026,3.548703432,7.285597856,,,
43.6342,-0.0119048,0.000770966,-0.002072492,7.489414443,4.271747805,-6.46193,4.425861547,-6.5837384,-1.889064636,4.296015622,3.593305754,7.405213482,,,
43.6491,-0.011889825,0.000758055,-0.003400001,7.688227384,4.264232463,-6.45435,4.416668376,-6.5786501,-2.066446695,4.313462186,3.643554684,7.493717117,,,
43.6644,-0.011874475,0.000746906,-0.002469742,7.904109549,4.257742996,-6.44688,4.408655682,-6.5733199,-1.872262654,4.331894632,3.6993463,7.604190846,,,
43.68,-0.011859062,0.000748483,-0.000358054,8.081775189,4.258660713,-6.43939,4.409793058,-6.5654106,-1.699057799,4.351399821,3.760626154,7.765200177,,,
43.6955,-0.011843829,0.00076419,0.001093646,8.181285908,4.267803495,-6.43175,4.421048059,-6.554496,-1.670021784,4.371766369,3.827209416,7.952198541,,,
43.7112,-0.011828807,0.000786067,0.000814502,8.204259892,4.28053774,-6.42389,4.436499468,-6.5421169,-1.411898583,4.392567532,3.898666563,8.123951211,,,
43.727,-0.011813874,0.000802886,-0.000846122,8.190552837,4.290327455,-6.41586,4.448206308,-6.5305864,-1.609800007,4.413385859,3.974352406,8.23732922,,,
43.743,-0.011798903,0.000808561,-0.002538916,8.187539971,4.293630762,-6.40778,4.452123755,-6.521243,-1.91981728,4.434020011,4.053555168,8.27803221,,,
43.7585,-0.011783809,0.000807932,-0.002811495,8.212921152,4.293264606,-6.3997,4.451690328,-6.513176,-1.897572862,4.454525378,4.135656506,8.267420499,,,
43.774,-0.011768505,0.000814398,-0.000989184,8.239273809,4.297028393,-6.39155,4.456136125,-6.5036144,-1.659070371,4.475053774,4.22018165,8.267418257,,,
43.7895,-0.011752907,0.00083864,0.002289378,8.214556105,4.311139654,-6.38317,4.472620759,-6.4902268,-1.397905635,4.495610059,4.306698704,8.252480271,,,
43.8044,-0.011737027,0.000876959,0.005258679,8.102889282,4.333444336,-6.3744,4.498109506,-6.4736161,-1.508309847,4.515919437,4.394645759,8.232035073,,,
43.8192,-0.011721016,0.000910723,0.006015726,7.914555723,4.353097727,-6.36529,4.520023978,-6.4575807,-1.641009385,4.535514312,4.48322459,8.177638647,,,
43.8339,-0.011705058,0.000919153,0.003761552,7.706674998,4.358004166,-6.3561,4.525418892,-6.4465627,-1.391506586,4.553982819,4.571454505,8.060490006,,,
43.849,-0.011689159,0.000895465,-0.000540641,7.554252091,4.344216328,-6.34714,4.510181933,-6.4422532,-1.869735823,4.571221594,4.658377168,7.881041779,,,
43.8648,-0.011673082,0.000853434,-0.004603761,7.50260633,4.319750476,-6.33861,4.482541267,-6.4420644,-1.532090004,4.587533009,4.743305673,7.67981096,,,
43.8802,-0.011656535,0.000818859,-0.006193493,7.527590103,4.2996254,-6.33042,4.459191546,-6.4407244,-1.422690947,4.603465523,4.82595553,7.518814247,,,
43.8957,-0.011639511,0.000811786,-0.00460238,7.540319715,4.295508441,-6.3223,4.454343277,-6.4339173,-1.754868782,4.619438199,4.906331616,7.441325297,,,
43.9116,-0.011622424,0.000832628,-0.001138178,7.44802572,4.307639642,-6.31397,4.468558713,-6.4212774,-1.663181147,4.635389465,4.984404074,7.43629993,,,
43.9275,-0.011605838,0.000863304,0.001889314,7.227681417,4.325495906,-6.30534,4.48910383,-6.406346,-1.558680479,4.650754304,5.059795383,7.436298306,,,
43.9432,-0.011589983,0.00088312,0.002995564,6.942394616,4.337030093,-6.29651,4.502144874,-6.3934013,-1.470593054,4.664840979,5.131730312,7.362753051,,,
43.9585,-0.011574471,0.000886164,0.002564076,6.678459305,4.338802249,-6.28765,4.504133041,-6.3838035,-1.284594696,4.677298943,5.199287145,7.182918885,,,
43.9745,-0.011558466,0.000884536,0.002075868,6.465349992,4.337854239,-6.2788,4.503069985,-6.3751635,-1.377572011,4.688247225,5.261711199,6.921530433,,,
43.99,-0.011541254,0.000894636,0.002371183,6.262720265,4.343733611,-6.26986,4.509644143,-6.3640592,-1.189080736,4.697968054,5.318507378,6.636692742,,,
44.0052,-0.011522799,0.00092051,0.002839936,6.021031906,4.35879454,-6.26065,4.526285183,-6.3495164,-1.257872873,4.70652731,5.3692816,6.366485906,,,
44.0214,-0.011503825,0.000949913,0.002247091,5.739255221,4.375909076,-6.25115,4.544858921,-6.3339655,-1.114046623,4.71372227,5.413562277,6.113892915,,,
44.037,-0.011485358,0.000964306,4.96E-05,5.460945882,4.384286875,-6.24151,4.553825386,-6.3212916,-1.181989258,4.719343432,5.450806854,5.860294711,,,
44.0519,-0.011468105,0.000951603,-0.003138374,5.233598327,4.3768931,-6.23199,4.545916296,-6.3142027,-1.368968635,4.723416947,5.480565143,5.597869573,,,
44.0673,-0.011452162,0.00091234,-0.006036131,5.084833331,4.354038896,-6.22287,4.521061156,-6.3128604,-1.462909562,4.726226677,5.502642115,5.342999748,,,
44.083,-0.01143711,0.000858717,-0.007423054,5.02285607,4.322825709,-6.21428,4.486059451,-6.3149535,-1.065510638,4.728205799,5.517174319,5.127953302,,,
44.0989,-0.011422273,0.000809805,-0.006645115,5.035952811,4.294354842,-6.20618,4.452980278,-6.3165937,-1.236482562,4.729830396,5.524627831,5.127952724,,,
44.1145,-0.011406974,0.0007843,-0.00392278,5.086713888,4.279509314,-6.19834,4.435261091,-6.3137789,-1.069040277,4.731511139,5.525722998,4.989217482,,,
44.1296,-0.01139079,0.000791883,-0.000381612,5.121034073,4.283922991,-6.19042,4.440564245,-6.3042245,-1.133322426,4.733454523,5.521273531,4.952943651,,,
44.1446,-0.011373761,0.000827775,0.002472701,5.097772135,4.304815133,-6.18214,4.465267937,-6.2886059,-1.184191097,4.735572887,5.511981968,4.991852488,,,
44.1604,-0.011356335,0.000875687,0.003634372,5.013349887,4.332703417,-6.17339,4.497273581,-6.2700818,-1.053021824,4.737554811,5.498302248,5.047250911,,,
44.1752,-0.01133901,0.000917646,0.003046566,4.893001898,4.357126932,-6.16421,4.524456502,-6.2523317,-0.867516927,4.739069038,5.480450103,5.063444893,,,
44.1912,-0.011321977,0.000942631,0.001262065,4.757286064,4.371670675,-6.15479,4.540291624,-6.2377464,-1.064717966,4.739921571,5.458515122,5.063444721,,,
44.2073,-0.011305097,0.000948303,-0.001077222,4.602989468,4.374971789,-6.1453,4.543850715,-6.226993,-0.93642955,4.740031158,5.432545712,4.967645936,,,
44.2232,-0.011288191,0.000938178,-0.00329651,4.418839182,4.369078429,-6.13592,4.537487785,-6.2195229,-0.981791411,4.739300284,5.402542612,4.795997245,,,
44.2389,-0.011271298,0.00091947,-0.004542067,4.213988325,4.358188728,-6.12673,4.52562125,-6.2139708,-0.792371805,4.737570597,5.368425592,4.795999765,,,
44.2543,-0.01125465,0.000902111,-0.00409119,4.025145851,4.348084668,-6.1177,4.514480906,-6.2083229,-0.905994177,4.734733236,5.330075172,4.51264119,,,
44.2695,-0.011238422,0.000895718,-0.002041754,3.892557428,4.344363053,-6.10875,4.510345338,-6.2005322,-0.853310281,4.730878787,5.287464902,4.205456429,,,
44.2845,-0.01122247,0.00090381,0.000445042,3.825378974,4.349073419,-6.09971,4.51557669,-6.189743,-0.802943513,4.726317289,5.240789677,3.945575929,,,
44.2997,-0.011206317,0.000920129,0.001859563,3.788892566,4.358572408,-6.09051,4.526041792,-6.1771324,-0.80224552,4.721409641,5.190470678,3.774778667,,,
44.3143,-0.011189395,0.000933125,0.001537129,3.72590486,4.366137327,-6.08118,4.534296938,-6.1650592,-0.830435785,4.716328253,5.137008168,3.694170458,,,
44.3298,-0.011171404,0.000937384,0.000254192,3.588932817,4.368616188,-6.0718,4.536986976,-6.1547024,-0.877908413,4.710323329,5.080774957,3.664652753,,,
44.3456,-0.011152523,0.000940491,-0.000466107,3.356416615,4.37042495,-6.0624,4.538945211,-6.1445461,-0.764765889,4.699183181,5.021868784,3.62415073,,,
44.3609,-0.011133295,0.000955044,0.000141181,3.039434596,4.37889551,-6.05285,4.548064494,-6.1319384,-0.640778816,4.681825996,4.960072279,3.512862144,,,
44.3763,-0.011114312,0.000981797,0.001210302,2.694693634,4.39446825,-6.04303,4.564614541,-6.1166035,-0.55841645,4.656969589,4.894929384,3.296161317,,,
44.3919,-0.011095963,0.001003087,0.001019803,2.424063498,4.406860686,-6.033,4.577591738,-6.1021533,-0.559900895,4.623710921,4.825964955,2.98300787,,,
44.4079,-0.011078395,0.000996989,-0.001231101,2.325758952,4.403311106,-6.02303,4.573891768,-6.0932789,-0.551838571,4.58210642,4.753024983,2.637011674,,,
44.424,-0.011061571,0.000959956,-0.004415321,2.414067134,4.381755152,-6.01343,4.551124297,-6.0910076,-0.585563082,4.533524451,4.676558938,2.356796265,,,
44.4393,-0.011045262,0.000914691,-0.006266383,2.585193942,4.355407102,-6.00428,4.522566974,-6.0908523,-0.703247012,4.480183681,4.597588918,2.236325317,,,
44.4544,-0.011029025,0.000893545,-0.00520835,2.684263682,4.343098469,-5.99535,4.508936085,-6.0860557,-0.625567692,4.42400663,4.517297767,2.295353848,,,
44.4696,-0.011012319,0.000911534,-0.001592501,2.628277395,4.353569626,-5.98623,4.520544153,-6.0731982,-0.490183104,4.365646869,4.436505407,2.457763822,,,
44.4844,-0.010994771,0.000953152,0.002561452,2.4730088,4.377794573,-5.9767,4.546883978,-6.0551627,-0.401423809,4.304536431,4.355443476,2.597170831,,,
44.4994,-0.010976428,0.000984847,0.004941265,2.360754062,4.396243475,-5.96685,4.566483866,-6.0388043,-0.38391847,4.2399344,4.274001511,2.624478392,,,
44.5143,-0.010957798,0.000982423,0.004413621,2.399957225,4.394832505,-5.95703,4.564998388,-6.0293391,-0.436929867,4.172072269,4.192216468,2.54811566,,,
44.53,-0.010939544,0.000949755,0.001655176,2.585113291,4.375817436,-5.94753,4.544760391,-6.0262932,-0.407927012,4.102462276,4.11059439,2.459341383,,,
44.5452,-0.010922051,0.000913306,-0.001474334,2.817771254,4.354600942,-5.9384,4.521680012,-6.0243779,-0.35035742,4.033219241,4.030035103,2.457906423,,,
44.5613,-0.01090523,0.000898776,-0.003356621,2.998483465,4.346143397,-5.92941,4.512325901,-6.0181974,-0.345937457,3.966052074,3.951476631,2.580080181,,,
44.577,-0.010888713,0.000911408,-0.003659019,3.106678732,4.353496242,-5.92029,4.52046328,-6.0064212,-0.280391504,3.901757985,3.875580167,2.783938957,,,
44.5927,-0.010872159,0.000935923,-0.003156828,3.204831881,4.367765603,-5.91093,4.536064756,-5.9920051,-0.213512818,3.840553019,3.802696834,2.783935334,,,
44.6081,-0.010855351,0.0009526,-0.002723554,3.37462479,4.377473365,-5.90141,4.546539287,-5.9789978,-0.176739799,3.782853505,3.733094056,3.029327757,,,
44.624,-0.010838123,0.000952346,-0.002623432,3.650223566,4.37732506,-5.89188,4.5463801,-5.9694019,-0.165565313,3.729807553,3.667214445,3.269568518,,,
44.6396,-0.010820392,0.000938289,-0.002681562,4.003087633,4.369143012,-5.8825,4.537557737,-5.9627268,-0.10435629,3.683201398,3.605759617,3.519147866,,,
44.6546,-0.010802333,0.000917661,-0.002810624,4.377281792,4.357135634,-5.87333,4.524466054,-5.9575835,-0.039861808,3.644932853,3.549573243,3.808367571,,,
44.6715,-0.01078442,0.000896324,-0.003067954,4.737125206,4.344716099,-5.86436,4.510738409,-5.952799,0.004819252,3.616521924,3.499453839,4.146061769,,,
44.6854,-0.010767131,0.000880817,-0.00322711,5.090217485,4.33568964,-5.85555,4.500638314,-5.9469983,0.004541472,3.59899905,3.456049784,4.515276753,,,
44.7012,-0.010750551,0.000880959,-0.002673851,5.470060486,4.33577248,-5.84674,4.500731488,-5.9380461,0.006032536,3.593171857,3.419897133,4.894602609,,,
