time,q2,dq2,ddq2,q2_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM,,,
88.9365,-0.00470589,0.002179564,-0.006637962,0.07050822,5.091664114,-7.11755,5.126002375,-6.7725137,2.802453687,2.926673057,2.534982932,-0.075882129,,,
88.9517,-0.004672572,0.002123878,-0.006262264,0.483140484,5.059250101,-7.09632,5.105111671,-6.7621816,3.113359263,2.844246353,2.485003467,-0.11174507,,,
88.9676,-0.00463937,0.002092947,-0.002441853,1.043802545,5.041245964,-7.07539,5.093352846,-6.7471792,2.860430167,2.761544196,2.432662275,0.020436593,,,
88.9835,-0.004605164,0.002078734,0.002414408,1.658456598,5.03297291,-7.0546,5.08791148,-6.7289556,3.15490165,2.682277356,2.380035611,0.341782222,,,
88.999,-0.004569622,0.002060944,0.005702258,2.297467034,5.022617599,-7.03399,5.08106625,-6.7116333,3.11294486,2.609573931,2.329150746,0.82858111,,,
89.0143,-0.004533223,0.002036551,0.006398391,2.97816722,5.008418866,-7.01362,5.07161749,-6.6958883,2.70234851,2.546190317,2.281895868,1.4353516,,,
89.0305,-0.004496791,0.002025778,0.004980919,3.690510038,5.002148311,-6.99336,5.067421193,-6.6775109,3.281494873,2.494838391,2.240078307,2.137783909,,,
89.0464,-0.004460876,0.002049189,0.002673197,4.367457175,5.015775318,-6.97287,5.076522098,-6.6520146,2.82820276,2.457992238,2.205397124,2.895734003,,,
89.062,-0.004425466,0.002105299,0.001069211,4.929314195,5.048436156,-6.95182,5.098062424,-6.6193679,2.277004928,2.43729565,2.179251361,3.684790301,,,
89.0777,-0.004390183,0.002175171,0.001732227,5.333923584,5.089106712,-6.93007,5.124366942,-6.5832455,2.827373163,2.433184269,2.162531233,4.433097283,,,
89.093,-0.004354588,0.002245728,0.005152981,5.574891636,5.130176639,-6.90761,5.150372946,-6.5462731,2.865753475,2.444986677,2.155542244,5.074891523,,,
89.1085,-0.004318232,0.002321922,0.009811676,5.645709858,5.174527694,-6.88439,5.177858857,-6.5073973,2.997266767,2.471203469,2.158044094,5.542522706,,,
89.1235,-0.00428049,0.002414083,0.012817873,5.518198108,5.228172889,-6.86025,5.210318254,-6.4643783,3.337795864,2.509598303,2.16928729,5.809747022,,,
89.139,-0.004240544,0.002517189,0.01213062,5.160098345,5.288188469,-6.83508,5.245669647,-6.4181173,2.797374443,2.557074086,2.187983916,5.854963813,,,
89.1547,-0.004197747,0.002606622,0.008253331,4.583078447,5.340246105,-6.80901,5.275557524,-6.3737065,3.465008797,2.609625911,2.212270711,5.672943685,,,
89.1697,-0.004152245,0.002654579,0.003528335,3.881144079,5.368160776,-6.78247,5.29130132,-6.3371592,3.26230925,2.662734066,2.239806611,5.259329019,,,
89.1855,-0.004105354,0.00264886,-0.000185053,3.210433813,5.364831492,-6.75598,5.289433719,-6.3114708,3.082098442,2.712276237,2.268104573,4.652750512,,,
89.2007,-0.004059176,0.002597185,-0.002844007,2.706581667,5.334752664,-6.73,5.272436352,-6.2955521,3.066671126,2.755516202,2.295014208,3.938341816,,,
89.217,-0.004015533,0.002520098,-0.005217576,2.402725987,5.289881733,-6.7048,5.2466529,-6.2855275,2.891328881,2.791456627,2.319095305,3.938108155,,,
89.2316,-0.003974989,0.002444936,-0.00701074,2.217929118,5.246131841,-6.68035,5.221000565,-6.2758772,3.19313558,2.820201758,2.339649997,3.157226346,,,
89.2469,-0.003936673,0.002400899,-0.006695709,2.019775006,5.220498797,-6.65635,5.20572586,-6.2604112,3.242273905,2.842277288,2.35641307,2.528849587,,,
89.2628,-0.00389887,0.002405387,-0.003565738,1.707542275,5.223111197,-6.63229,5.207291072,-6.235137,2.862429756,2.857323914,2.369119978,2.090982047,,,
89.2776,-0.003859882,0.002446023,0.000504233,1.267274547,5.246764667,-6.60783,5.22137534,-6.2021799,3.268125564,2.864035431,2.377211292,1.782660735,,,
89.2932,-0.00381877,0.002481291,0.002216986,0.779076381,5.267293407,-6.58302,5.233473204,-6.169948,3.663852827,2.860625938,2.379823115,1.496264775,,,
89.3096,-0.003775784,0.002471597,0.000132634,0.369735639,5.261650352,-6.5583,5.230159167,-6.1468616,3.298978837,2.845714495,2.376056341,1.186830125,,,
89.3246,-0.003732217,0.002416764,-0.003598044,0.123523805,5.229733499,-6.53413,5.211250125,-6.1334121,3.886971779,2.819096648,2.365356625,0.835594156,,,
89.34,-0.003689593,0.002359654,-0.00525866,0.008159112,5.196491075,-6.51054,5.191249874,-6.1209996,3.063033405,2.781761073,2.347730185,0.498202065,,,
89.3556,-0.003648683,0.002346104,-0.003310813,-0.109967752,5.188603448,-6.48708,5.186457244,-6.0999613,2.773158841,2.735069689,2.323593064,0.214434624,,,
89.3715,-0.003609223,0.00237929,0.000192463,-0.350992554,5.207920533,-6.46328,5.198162291,-6.0691855,2.998786245,2.679628774,2.293335647,-0.000522555,,,
89.3872,-0.003570581,0.002415856,0.001945994,-0.698733087,5.229204796,-6.43912,5.210934504,-6.0373617,3.138779684,2.614860062,2.256970242,-0.190480513,,,
89.4028,-0.003532569,0.00240796,0.000791712,-0.988325986,5.224608832,-6.41504,5.208187501,-6.0145638,2.767271837,2.539854327,2.214216334,-0.403581105,,,
89.4183,-0.003495494,0.002347568,-0.001409907,-1.026733692,5.189455715,-6.39157,5.186975976,-6.0029384,2.992127919,2.454886331,2.165015837,-0.648960365,,,
89.4336,-0.003459495,0.002268873,-0.002031751,-0.737765143,5.143649,-6.36888,5.158786491,-5.9957923,2.957805844,2.362332654,2.110078754,-0.862453811,,,
89.4495,-0.003424001,0.002210204,-0.000388815,-0.197405952,5.10949876,-6.34678,5.137347683,-5.985212,2.889525305,2.266266133,2.051027379,-0.939550947,,,
89.4642,-0.00338797,0.002178486,0.001892558,0.460896872,5.091036464,-6.32499,5.125601199,-5.9695311,2.339076906,2.171210511,1.990074863,-0.798142792,,,
89.4796,-0.003350758,0.002152949,0.002872165,1.159570573,5.076171809,-6.30346,5.116061836,-5.9528659,2.898838907,2.08118438,1.929564807,-0.427760454,,,
89.4956,-0.003312785,0.002118284,0.002204638,1.895454218,5.055994018,-6.28228,5.102993397,-5.9383885,3.221932897,1.99962683,1.871720976,0.121182751,,,
89.5115,-0.003275287,0.002085526,0.000991569,2.671711253,5.036926311,-6.26142,5.090514737,-5.9238597,2.869774539,1.929771487,1.81864172,0.785695216,,,
89.5275,-0.003239269,0.002078867,0.000265867,3.441393546,5.03305039,-6.24064,5.087962553,-5.904148,3.063813776,1.874690496,1.772314676,1.530421962,,,
89.5429,-0.003204535,0.002109747,0.000201925,4.121794961,5.051025279,-6.21954,5.099753878,-5.8765725,2.605391625,1.836808666,1.734483812,2.337082194,,,
89.5586,-0.003169587,0.002169966,0.000682741,4.646456142,5.086077266,-6.19784,5.122426836,-5.8424873,2.488478155,1.817345408,1.706425891,3.181849098,,,
89.574,-0.003132465,0.002245958,0.001882299,4.993033046,5.130310745,-6.17538,5.150456976,-5.804463,3.069930281,1.816154359,1.688798589,3.993361637,,,
89.5894,-0.003091975,0.002331567,0.003833773,5.16834446,5.180142107,-6.15206,5.181295582,-5.7636414,2.943519452,1.831971865,1.681635297,4.681242865,,,
89.6048,-0.003048494,0.002425914,0.005776465,5.178142482,5.235059449,-6.1278,5.214425188,-5.720112,3.01626478,1.862751393,1.684427996,5.165474445,,,
89.6208,-0.003003713,0.002525253,0.006523587,5.014114028,5.292882462,-6.10255,5.248393514,-5.6745785,2.739060132,1.905826829,1.69620029,5.413828687,,,
89.6365,-0.002959376,0.002620865,0.005561286,4.666779464,5.348536687,-6.07634,5.280253585,-5.6288321,2.804054294,1.957922206,1.71553306,5.423376369,,,
89.6517,-0.002916022,0.00270129,0.003439976,4.152943914,5.395350076,-6.04933,5.306452897,-5.5853309,2.774491158,2.015208212,1.740585338,5.213043148,,,
89.6676,-0.002872786,0.002751829,0.000967445,3.539162808,5.424768024,-6.02181,5.322648468,-5.5473307,3.486939558,2.073602573,1.769191541,4.808732769,,,
89.6835,-0.002828389,0.002754716,-0.001595369,2.940162747,5.426448221,-5.99426,5.323567378,-5.5188837,2.636706389,2.129373994,1.799096166,4.258815664,,,
89.699,-0.002782467,0.002699395,-0.004164669,2.47895565,5.394247145,-5.96727,5.305841729,-5.5026987,3.007530738,2.17988003,1.828306915,3.635732827,,,
89.714,-0.00273614,0.002599027,-0.005951924,2.222219241,5.335824726,-5.94128,5.273046056,-5.4965856,3.434242456,2.224050611,1.85543633,3.03437254,,,
89.7298,-0.002691291,0.002493224,-0.005714348,2.133208225,5.274239338,-5.91635,5.237540546,-5.4926358,2.748666991,2.261850696,1.879842328,3.0216869,,,
89.7457,-0.002649124,0.002425905,-0.003211188,2.084810887,5.235054467,-5.89209,5.214422221,-5.48163,2.954242688,2.294631016,1.901448802,2.525825341,,,
89.7619,-0.002609306,0.002415564,6.81E-05,1.936767478,5.229034951,-5.86793,5.210833094,-5.4592732,3.014132632,2.322776721,1.920316678,2.167115121,,,
89.777,-0.002570393,0.002447096,0.002165013,1.625364161,5.247388947,-5.84346,5.221744946,-5.4281799,2.534790666,2.345505511,1.936218187,1.943683432,,,
89.7925,-0.002530995,0.002492205,0.002526359,1.192206763,5.273646182,-5.81854,5.237193719,-5.3939029,2.823163124,2.360970277,1.948479015,1.762859094,,,
89.808,-0.00249062,0.002534671,0.002194613,0.728925263,5.298364779,-5.79319,5.251567479,-5.3597304,2.67571103,2.367316612,1.956147163,1.762765736,,,
89.8236,-0.002449691,0.002573157,0.002126783,0.295986596,5.320766329,-5.76746,5.264455302,-5.3259715,2.724981356,2.363272336,1.958293343,1.459520978,,,
89.8395,-0.002408994,0.002602723,0.001854062,-0.105790739,5.337976417,-5.74143,5.274268893,-5.2937088,3.390934994,2.348124357,1.954190113,1.073618373,,,
89.8548,-0.002369014,0.002603553,0.000257599,-0.495472964,5.338459358,-5.7154,5.274543194,-5.2672161,2.921894996,2.321420528,1.943297085,0.658153419,,,
89.8697,-0.002329549,0.002555988,-0.002570139,-0.856268793,5.310772665,-5.68984,5.258721924,-5.2509329,2.603599817,2.28264283,1.925188145,0.244427216,,,
89.8856,-0.002289843,0.002464784,-0.004937561,-1.118945064,5.257685115,-5.66519,5.227825282,-5.244344,3.298502008,2.231659485,1.89959072,-0.153517597,,,
89.8998,-0.002249287,0.00236106,-0.005291531,-1.194475808,5.197309045,-5.64158,5.191745839,-5.2413215,2.865402911,2.169171256,1.866574795,-0.508901512,,,
89.9156,-0.002208205,0.002277752,-0.00392769,-1.026242056,5.148817171,-5.6188,5.161999009,-5.2350375,2.688633722,2.097137431,1.826779994,-0.804897279,,,
89.9315,-0.002167937,0.002225817,-0.002577623,-0.622613854,5.1185871,-5.59654,5.143089392,-5.2229716,2.836806243,2.018765778,1.781522321,-0.991303803,,,
89.9477,-0.002129915,0.002194695,-0.002411493,-0.049196978,5.100471402,-5.57459,5.131618037,-5.2070367,2.798092718,1.93804797,1.732696325,-1.012984305,,,
89.9636,-0.002094449,0.002171688,-0.002776956,0.609399755,5.08707974,-5.55288,5.123069175,-5.1897034,2.60008797,1.85910289,1.682516697,-0.867214694,,,
89.9788,-0.002060274,0.00215698,-0.002032786,1.288773234,5.078518112,-5.53131,5.117572485,-5.1708513,2.230592983,1.785661949,1.633229205,-0.541636351,,,
89.994,-0.00202527,0.002160258,0.000503502,1.959617078,5.080426585,-5.5097,5.118799876,-5.1483507,2.506294171,1.720873724,1.586910499,-0.543450029,,,
90.0093,-0.001987838,0.002186594,0.003606191,2.614448588,5.095756357,-5.48784,5.128614825,-5.1209497,3.143623367,1.667360355,1.545392085,0.040291861,,,
90.0245,-0.001947914,0.002229126,0.005195798,3.242523771,5.120512818,-5.46555,5.144302591,-5.089865,1.917662174,1.627308892,1.510256976,0.771022828,,,
90.04,-0.001906848,0.002276252,0.004345473,3.812949205,5.147944073,-5.44278,5.161456875,-5.0573823,2.210251151,1.602416613,1.482827961,1.570881921,,,
90.0556,-0.001866247,0.002324361,0.002211399,4.274986782,5.175947741,-5.41954,5.178728995,-5.0242182,2.523726331,1.59366342,1.464098977,2.382994449,,,
90.0713,-0.001826805,0.002381739,0.000916197,4.57209621,5.209346079,-5.39572,5.199021787,-4.9886139,2.491076677,1.601022029,1.454616575,3.16062875,,,
90.0864,-0.001787978,0.002459446,0.001539152,4.659639184,5.254577551,-5.37113,5.225993204,-4.9481418,2.659584193,1.623261348,1.45435795,3.83218749,,,
90.1024,-0.001748451,0.002558098,0.003283844,4.516930783,5.312000767,-5.34555,5.259427877,-4.902468,2.053745248,1.657946178,1.462657803,4.337170571,,,
90.1177,-0.001706827,0.002662178,0.004482075,4.153630156,5.372583827,-5.31893,5.293778296,-4.854657,2.766767556,1.701638222,1.478214373,4.629060996,,,
90.1334,-0.001662238,0.002745807,0.004102236,3.618466023,5.421262482,-5.29147,5.320729162,-4.8101156,2.801992459,1.750261045,1.499185362,4.676321196,,,
90.149,-0.001614866,0.002785303,0.002265837,3.00732938,5.444252651,-5.26361,5.333264905,-4.7740456,2.83458598,1.79964161,1.523390247,4.479712374,,,
90.1645,-0.001566161,0.002771001,-0.000242504,2.446968321,5.435927626,-5.2359,5.328739548,-4.7489302,2.322817255,1.846229777,1.548631797,4.077848544,,,
90.1802,-0.001518281,0.0027129,-0.002507166,2.040223256,5.402107904,-5.20877,5.31019131,-4.7332018,2.949179302,1.887777802,1.573076383,4.075766219,,,
90.1961,-0.001472876,0.002637705,-0.003633811,1.805895953,5.358338689,-5.1824,5.285783678,-4.7216674,2.277403538,1.923546726,1.59552557,3.471024193,,,
90.2116,-0.001430186,0.002576899,-0.002992732,1.670327672,5.322944447,-5.15663,5.265701484,-4.7078569,2.339598734,1.953797383,1.615412465,2.826427857,,,
90.2275,-0.001389262,0.002549816,-0.00081428,1.524221569,5.307180337,-5.13113,5.256654694,-4.687545,2.608746734,1.978871187,1.632525271,2.312953893,,,
90.2435,-0.001348992,0.00255247,0.001508522,1.295479955,5.308724899,-5.10561,5.257543933,-4.6612331,2.695079302,1.998495688,1.646652493,1.915569016,,,
90.2587,-0.001308822,0.00256278,0.002094731,0.978875142,5.314726517,-5.07998,5.260993332,-4.6332802,2.854186818,2.011704827,1.657372246,1.6095137,,,
90.2741,-0.001268561,0.0025604,-9.09E-05,0.606665897,5.313340918,-5.05437,5.260197793,-4.6079024,2.367205661,2.017225995,1.664059181,1.626289603,,,
90.2894,-0.001227708,0.00254497,-0.00429766,0.193521999,5.304359496,-5.02892,5.255029072,-4.5853032,2.439944406,2.013731718,1.666001406,1.279880144,,,
90.3051,-0.001185265,0.002535579,-0.008288185,-0.288574843,5.298893465,-5.00357,5.251873142,-4.5615865,2.49320237,2.000200786,1.662454804,0.930890582,,,
90.3192,-0.001140502,0.002549227,-0.009891942,-0.870205613,5.306837167,-4.97808,5.256457039,-4.5331054,1.803355016,1.975228446,1.652567234,0.586448839,,,
90.3345,-0.001094063,0.002576825,-0.008720345,-1.505779015,5.32290164,-4.95231,5.265677004,-4.5015449,2.59506966,1.93683201,1.635303373,0.152774361,,,
90.3498,-0.001048132,0.002582436,-0.006437281,-2.037019705,5.326167641,-4.92648,5.267543368,-4.4743463,2.388269476,1.883308247,1.609600888,-0.323322598,,,
90.3655,-0.001005186,0.002531271,-0.005152088,-2.256130935,5.296385488,-4.90117,5.250422488,-4.4590699,2.265159486,1.8144031,1.574840967,-0.805323183,,,
90.3808,-0.000966263,0.002421126,-0.005487711,-2.031568729,5.232272599,-4.87696,5.212764804,-4.4567535,2.06297836,1.732374834,1.531414691,-0.804841365,,,
90.3964,-0.000930271,0.002287179,-0.006187773,-1.393338144,5.154304308,-4.85409,5.165400761,-4.4605719,2.23179147,1.642016603,1.481004916,-1.284587793,,,
90.4126,-0.000894831,0.002178221,-0.00539216,-0.511013292,5.090882066,-4.8323,5.125502493,-4.4604705,2.269336423,1.549532987,1.426361529,-1.506104543,,,
90.4282,-0.000857924,0.002128099,-0.002212661,0.406430595,5.06170762,-4.81102,5.106708016,-4.4490547,2.15394743,1.460957528,1.370686765,-1.430511918,,,
90.4444,-0.00081914,0.002142927,0.002622885,1.206296431,5.070338546,-4.78959,5.112298086,-4.4244412,2.079398159,1.380958975,1.316966031,-1.135153542,,,
90.4605,-0.00077962,0.002205698,0.007275811,1.829852367,5.106876043,-4.76754,5.135685781,-4.3895639,1.870520548,1.312439796,1.267532378,-0.599065103,,,
90.4759,-0.000740809,0.00228912,0.009886371,2.295855271,5.155434196,-4.74465,5.166100086,-4.3496989,1.904156037,1.256804502,1.223952584,0.076452059,,,
90.4915,-0.000703041,0.002368899,0.009535467,2.65767683,5.201872343,-4.72096,5.194509144,-4.3097638,2.251877436,1.214533753,1.187154114,0.727321096,,,
90.5072,-0.000665067,0.00243337,0.006672422,2.957580748,5.239399418,-4.69662,5.21700657,-4.2722563,2.144524098,1.185700554,1.15764258,1.357912272,,,
90.5228,-0.00062488,0.00248586,0.002911434,3.197530259,5.269952662,-4.67176,5.235031929,-4.2366283,1.904777563,1.170174878,1.13566623,1.381623718,,,
90.5388,-0.000581216,0.002537621,0.000213363,3.339805748,5.300081613,-4.64639,5.252559809,-4.2006272,2.34453503,1.167464806,1.121247066,2.047394187,,,
90.5544,-0.000534648,0.002595446,-0.00030047,3.33528583,5.333740429,-4.62043,5.271860406,-4.1628276,2.123569494,1.176376529,1.114093759,2.604320144,,,
90.5705,-0.000487334,0.00265442,0.00085756,3.161110718,5.368068338,-4.59389,5.291249503,-4.1242053,2.044444557,1.194799418,1.113490879,2.997148777,,,
90.5858,-0.000441488,0.002702681,0.001972708,2.842300939,5.396159846,-4.56686,5.306901431,-4.0872506,2.027308462,1.219847789,1.118276981,2.976355081,,,
90.6019,-0.000397782,0.002731992,0.001591169,2.440881531,5.413220986,-4.53954,5.316315606,-4.0538078,2.534769591,1.248346586,1.126965928,3.205081699,,,
90.6175,-0.000355009,0.002741629,-0.000306963,2.022216368,5.418830715,-4.51212,5.31939608,-4.02422,2.205204007,1.277391833,1.137965262,3.116160236,,,
90.6333,-0.000311198,0.002733699,-0.00243672,1.629406245,5.414214563,-4.48479,5.316861744,-3.9982409,2.182122427,1.304680338,1.149783087,2.830309637,,,
90.6495,-0.000265238,0.002710229,-0.003310141,1.283874252,5.400553641,-4.45769,5.309332454,-3.9756195,2.386499432,1.328543004,1.161149032,2.531929001,,,
90.6652,-0.000217748,0.002677052,-0.002321632,0.9961926,5.381241499,-4.43091,5.298612967,-3.9552829,2.19097638,1.347857345,1.171059084,2.167842621,,,
90.6804,-0.000170546,0.002645774,-0.000185208,0.762199627,5.363035682,-4.40446,5.28842521,-3.934881,2.133487499,1.361971764,1.178783405,1.747386752,,,
90.6958,-0.000125206,0.002626556,0.001473299,0.548526159,5.351848928,-4.37819,5.282124951,-3.9122527,2.149221584,1.370557383,1.183829556,1.431767066,,,
90.7115,-8.20E-05,0.002619044,0.001216939,0.298358351,5.347476538,-4.352,5.27965404,-3.887351,2.506764854,1.373270634,1.185823252,1.133639915,,,
90.7277,-4.03E-05,0.002613269,-0.001123403,-0.028311175,5.344114773,-4.32587,5.277751007,-3.8621602,2.345440783,1.36936738,1.184331966,0.817143043,,,
90.7434,9.10E-07,0.00260002,-0.004257467,-0.413475224,5.336403241,-4.29987,5.273374949,-3.8386044,1.933794119,1.357633692,1.178755333,0.564581399,,,
90.759,4.20E-05,0.002579569,-0.006274895,-0.789875022,5.324499052,-4.27407,5.266590189,-3.8167019,2.384198037,1.336804972,1.168396664,0.296563847,,,
90.7736,8.30E-05,0.002560539,-0.005898701,-1.101029898,5.313422124,-4.24847,5.260244431,-3.7947069,2.13176264,1.306138595,1.152671718,-0.034377216,,,
90.7888,0.000124385,0.002550644,-0.003418282,-1.349203331,5.307662164,-4.22296,5.25693216,-3.770979,2.291440009,1.265584295,1.131264793,-0.016041141,,,
90.8039,0.000166814,0.00254763,-0.000734003,-1.572599987,5.305907608,-4.19748,5.25592149,-3.7459012,2.250946848,1.215416504,1.104096594,-0.360283659,,,
90.8198,0.000210531,0.002538285,-0.000265684,-1.770875561,5.300468118,-4.1721,5.252783103,-3.7221897,1.760491439,1.155832567,1.071189353,-0.730341371,,,
90.835,0.000254796,0.00250631,-0.00326177,-1.86102894,5.28185644,-4.14704,5.241985986,-3.7033442,2.332417805,1.087136398,1.032657514,-1.041731698,,,
90.851,0.000298145,0.002442563,-0.008737434,-1.718101307,5.244750524,-4.12261,5.22018213,-3.6915202,1.804014666,1.010535707,0.988940059,-1.315133581,,,
90.8664,0.000339436,0.002351258,-0.013901029,-1.265976535,5.191603902,-4.0991,5.188282518,-3.686149,1.880199702,0.928903279,0.941130358,-1.53432893,,,
90.8824,0.000378551,0.002250422,-0.015818334,-0.534607208,5.132909219,-4.07659,5.152084058,-3.6837082,1.964498001,0.846813579,0.891127543,-1.565051958,,,
90.8984,0.00041602,0.00216652,-0.013232849,0.358640378,5.084071194,-4.05493,5.121140435,-3.6787139,1.708591433,0.769763948,0.841460314,-1.581235776,,,
90.9142,0.000452236,0.002123841,-0.007295754,1.273101567,5.05922874,-4.03369,5.105097786,-3.6658739,1.897086957,0.703065114,0.794871926,-1.336484637,,,
90.9296,0.000487482,0.002133389,-0.000654422,2.101595375,5.064786558,-4.01236,5.108705096,-3.642453,2.278983659,0.650954675,0.753879221,-0.847352248,,,
90.9444,0.000522656,0.002188672,0.004347393,2.793582313,5.096965932,-3.99047,5.12938595,-3.6092947,2.027468356,0.616197471,0.720475144,-0.130000663,,,
90.9597,0.000559362,0.002271913,0.00696442,3.342903535,5.14541849,-3.96775,5.159887332,-3.5696878,2.005970408,0.600139306,0.696028255,0.638267051,,,
90.9743,0.000598815,0.00236656,0.008048829,3.75277224,5.200510867,-3.94408,5.193685338,-3.5268406,2.156045818,0.602976709,0.681323591,1.295274639,,,
90.9901,0.000640862,0.002466062,0.008926218,4.006653277,5.258428637,-3.91942,5.228263237,-3.4820205,2.122432784,0.623935344,0.676628512,2.241195826,,,
91.0054,0.000684354,0.002570647,0.010032428,4.069205217,5.319305588,-3.89372,5.263618877,-3.4351306,2.0724034,0.661225589,0.681696141,3.022011818,,,
91.0207,0.000728316,0.002675808,0.010482572,3.909893061,5.380517914,-3.86696,5.298209592,-3.3870702,1.969662169,0.711938203,0.695715235,3.197076208,,,
91.0364,0.000772488,0.002766655,0.009039756,3.524996901,5.433397999,-3.83929,5.327361347,-3.3409719,2.288156278,0.772123021,0.717280418,3.323992746,,,
91.052,0.000816935,0.002826306,0.005525803,2.951086177,5.468119377,-3.81103,5.346151742,-3.3005365,2.039744327,0.837127957,0.744444746,3.940400218,,,
91.0676,0.000861566,0.002849254,0.00122154,2.272818066,5.481476967,-3.78254,5.353308826,-3.2672371,2.455088832,0.902159472,0.774885785,3.536506077,,,
91.083,0.000906213,0.00284386,-0.002084233,1.609481728,5.478337136,-3.7541,5.351630017,-3.2396806,2.143371728,0.963010546,0.806196697,3.244470541,,,
91.0982,0.000951014,0.002820973,-0.003401589,1.068095799,5.465015082,-3.72589,5.344482789,-3.2158656,2.032182071,1.016752673,0.836250139,3.257655642,,,
91.1134,0.000996452,0.002783226,-0.003008791,0.693021759,5.443043326,-3.69806,5.332608514,-3.1954133,2.078694414,1.062014781,0.863489778,2.478113484,,,
91.1292,0.001042827,0.00272946,-0.001800136,0.453404826,5.411747321,-3.67076,5.315505153,-3.1787171,2.170408127,1.098659645,0.887008366,1.789707697,,,
91.1443,0.001089677,0.002668598,-0.000351726,0.266712273,5.376320569,-3.64408,5.295867218,-3.1640583,1.782131402,1.127080272,0.906396478,1.647770861,,,
91.16,0.001135898,0.002622567,0.001236552,0.033351785,5.349526936,-3.61785,5.280813347,-3.1468878,1.928454516,1.147469279,0.921453973,1.077103069,,,
91.175,0.001180569,0.002610289,0.002690376,-0.320130377,5.342380363,-3.59175,5.276768084,-3.1230696,1.988763458,1.159283225,0.931879895,0.540346321,,,
91.1904,0.001223655,0.002629248,0.003160142,-0.791357772,5.353416276,-3.56545,5.28300953,-3.0927948,2.030365231,1.161112414,0.937069859,0.491535807,,,
91.2054,0.001265871,0.002655817,0.001862874,-1.287680647,5.368881129,-3.5389,5.291705054,-3.0607278,1.371737847,1.151166643,0.936155574,0.098755724,,,
91.2209,0.001307999,0.00266469,-0.000875675,-1.687503042,5.374046255,-3.51225,5.294596229,-3.0321232,1.830151846,1.1282034,0.928304364,-0.421058107,,,
91.2367,0.001350346,0.002646909,-0.0036107,-1.938637894,5.363696044,-3.48578,5.288796155,-3.0090464,2.039212735,1.092193203,0.913073059,-0.601355708,,,
91.2516,0.001392695,0.00260933,-0.005067196,-2.09162029,5.341821914,-3.45969,5.27645144,-2.9903206,1.507138453,1.04410541,0.890522888,-0.954382771,,,
91.2667,0.001434508,0.00256094,-0.005246609,-2.221323094,5.313655067,-3.43408,5.260378205,-2.9742515,1.445865095,0.985060789,0.86102168,-1.450462098,,,
91.2825,0.001475171,0.002504403,-0.00506524,-2.317547097,5.280746487,-3.40903,5.24133917,-2.9603862,1.486087042,0.915826587,0.824993726,-1.652027943,,,
91.2979,0.001514268,0.002440099,-0.005131561,-2.267329089,5.243316347,-3.38463,5.219331814,-2.9487271,1.307510505,0.8373054,0.782942189,-1.565702232,,,
91.3134,0.001551885,0.002373032,-0.005125464,-1.948001682,5.204277688,-3.3609,5.195963259,-2.9382978,1.550540177,0.751589767,0.73576795,-1.929931813,,,
91.3292,0.001588788,0.002312895,-0.004214375,-1.329825605,5.169273326,-3.33777,5.174633956,-2.9270839,1.653466661,0.662555856,0.685082754,-2.015678727,,,
91.3445,0.00162619,0.002269268,-0.001888669,-0.493863724,5.143879235,-3.31508,5.15892978,-2.9129972,1.121384141,0.575463755,0.633217404,-1.931721447,,,
91.3598,0.00166504,0.002248533,0.001429984,0.426659374,5.13180937,-3.29259,5.151395628,-2.8945275,1.409024474,0.495917202,0.582904252,-1.842660397,,,
91.3749,0.001705292,0.002253566,0.00441743,1.309126216,5.134739291,-3.27006,5.153228716,-2.8708384,1.141812233,0.428860569,0.536839237,-1.417770566,,,
91.391,0.00174586,0.002283382,0.005683365,2.064267642,5.152094186,-3.24722,5.164031711,-2.841879,1.353186239,0.377958676,0.497319986,-0.784606007,,,
91.4071,0.001785523,0.002332768,0.004906412,2.633768763,5.180840998,-3.2239,5.181722732,-2.8084985,1.482541585,0.345295326,0.466019428,-0.203480524,,,
91.4234,0.001824114,0.002394995,0.003224421,2.991378992,5.217062253,-3.19995,5.2036639,-2.7719183,1.380498826,0.331272356,0.443874557,0.489254843,,,
91.4387,0.001863001,0.002467174,0.002373018,3.144598944,5.259076264,-3.17527,5.228644583,-2.7326183,1.095644718,0.334746459,0.431081841,1.38117073,,,
91.4534,0.001904368,0.002551652,0.003218065,3.117947167,5.308248939,-3.14976,5.257269979,-2.6900049,1.448996133,0.353414107,0.427193236,1.906369212,,,
91.4695,0.001949683,0.002648599,0.004950755,2.925871571,5.364679603,-3.12327,5.28934845,-2.643919,1.253485493,0.38423355,0.431253796,2.346963139,,,
91.4847,0.001998416,0.002746511,0.005769917,2.569806297,5.421672155,-3.09581,5.320953607,-2.5966587,1.27073059,0.423642799,0.441897623,2.540142326,,,
91.5007,0.002048157,0.002823272,0.004515163,2.073170258,5.466353297,-3.06757,5.345202512,-2.5528718,1.822485974,0.467652436,0.45739737,2.745336915,,,
91.5171,0.002096229,0.002859104,0.001603431,1.517722131,5.487210677,-3.03898,5.356368963,-2.5169349,1.67548686,0.512180237,0.475773498,2.596648864,,,
91.532,0.002141534,0.002848459,-0.001654184,1.026841848,5.481014492,-3.0105,5.353061685,-2.4904266,1.704882826,0.553799835,0.495062912,2.80250213,,,
