time,q3,dq3,ddq3,q3_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM,,
156.306,0.004044902,-0.002434994,0.001434892,-6.159021181,-5.478581113,6.5941712,-5.539832501,2.3686864,2.769536421,-5.03957519,-0.845276594,-5.397619391,,
156.321,0.004006266,-0.002387638,0.002989415,-6.747797697,-5.446518544,6.285504,-5.520505914,2.3541873,2.272820497,-5.045648031,-0.91018643,-5.758071059,,
156.338,0.003968108,-0.00235058,0.006767769,-7.29718812,-5.421428584,5.9860803,-5.505182577,2.3379966,3.123642159,-5.054895856,-0.976218332,-5.758071077,,
156.354,0.00392975,-0.002322855,0.011326033,-7.765471851,-5.40265711,5.6944266,-5.493600628,2.3202143,2.794045302,-5.06709096,-1.044153635,-6.476280099,,
156.369,0.003890587,-0.002320575,0.012910495,-8.136597638,-5.401113123,5.4071547,-5.492643447,2.2973549,2.712432646,-5.081777178,-1.114616481,-7.286020867,,
156.385,0.003850864,-0.002375346,0.008960208,-8.347542782,-5.438196053,5.1172034,-5.515442759,2.2625096,3.101154444,-5.098441236,-1.188061294,-7.891751127,,
156.402,0.003811583,-0.002497521,0.001468594,-8.311989645,-5.520915187,4.8166604,-5.564925752,2.2129278,2.911979154,-5.116233511,-1.264690138,-8.329210716,,
156.415,0.003773362,-0.002645515,-0.004041225,-8.037708875,-5.621114515,4.50302,-5.622494037,2.1566883,2.620944711,-5.133842022,-1.34433086,-8.542783222,,
156.43,0.003735478,-0.002746739,-0.003559939,-7.686901594,-5.689648962,4.182446,-5.660483803,2.1088102,3.15085773,-5.149993176,-1.426451149,-8.490824127,,
156.445,0.003696284,-0.002756552,0.001654261,-7.474390892,-5.69629244,3.865884,-5.664109565,2.0791574,2.821885206,-5.164280586,-1.510409779,-8.183819718,,
156.461,0.003654689,-0.002694011,0.006632917,-7.495484763,-5.653949399,3.5614423,-5.640829959,2.0646347,3.055708169,-5.177460211,-1.595797326,-7.782328114,,
156.477,0.003611231,-0.002618725,0.007520034,-7.665287212,-5.602976242,3.2700892,-5.612255901,2.0534235,2.564493009,-5.190823568,-1.682590655,-7.481314769,,
156.492,0.003567715,-0.002578074,0.0044506,-7.816222237,-5.575453448,2.9875425,-5.596568729,2.0356794,2.276737868,-5.20522759,-1.771009179,-7.481314319,,
156.507,0.003525782,-0.002580582,0.000241338,-7.824583449,-5.577151962,2.708849,-5.597542205,2.0092612,3.280242208,-5.220628619,-1.861225251,-7.447620438,,
156.523,0.00348569,-0.002613139,-0.002701038,-7.639965301,-5.599194398,2.4307331,-5.610111289,1.9764957,2.707012398,-5.23629291,-1.95314513,-7.562670817,,
156.539,0.00344628,-0.002668162,-0.003831985,-7.240831517,-5.636447618,2.1509026,-5.631087861,1.9386772,2.808937006,-5.251173572,-2.046317983,-7.647214554,,
156.555,0.003405937,-0.002743338,-0.003642499,-6.62366148,-5.687346358,1.8674414,-5.659224829,1.8960675,2.305260143,-5.26405232,-2.139897824,-7.547434229,,
156.57,0.003363641,-0.002820293,-0.002495509,-5.853418064,-5.739448763,1.5804258,-5.687426275,1.8523318,2.481914962,-5.273621303,-2.232641628,-7.174638422,,
156.585,0.003319422,-0.002860386,-0.000550281,-5.088014798,-5.766593413,1.293812,-5.70188669,1.8155826,2.313907575,-5.278854589,-2.32304438,-6.52641401,,
156.601,0.003274197,-0.002833331,0.001918456,-4.505497215,-5.748275929,1.0143087,-5.692145811,1.7925614,2.31978053,-5.279562406,-2.40966415,-5.699528428,,
156.616,0.003229353,-0.002746959,0.004797704,-4.189562934,-5.689797775,0.7474542,-5.660565128,1.7822936,2.557777518,-5.276593289,-2.491490829,-4.868739718,,
156.631,0.003186254,-0.002640669,0.008275981,-4.091620096,-5.617833552,0.4946866,-5.62064792,1.7770844,2.913341238,-5.271385882,-2.568115669,-4.215961238,,
156.646,0.00314569,-0.002551564,0.011815326,-4.09790605,-5.557504928,0.2538665,-5.586238026,1.7693265,2.74843315,-5.265226165,-2.639614495,-3.846114602,,
156.662,0.003107456,-0.002494918,0.013246301,-4.112955063,-5.519152551,0.0215557,-5.563890386,1.7556339,2.475612611,-5.258810874,-2.706287749,-3.749196955,,
156.678,0.003070418,-0.0024736,0.010201046,-4.083608818,-5.504719561,-0.2057646,-5.555381941,1.735077,2.107604824,-5.25228288,-2.768443467,-3.749196843,,
156.693,0.003033205,-0.002488808,0.003050901,-3.989304612,-5.515015944,-0.4315423,-5.561457376,1.7070501,2.074695603,-5.2454474,-2.826279948,-3.81762033,,
156.709,0.002995121,-0.002530375,-0.004214901,-3.850016259,-5.543159054,-0.6581403,-5.577922769,1.6733261,2.771417982,-5.23796308,-2.879846884,-3.911838546,,
156.725,0.002956576,-0.002564986,-0.006709679,-3.734336476,-5.56659254,-0.8848553,-5.591478653,1.6406502,2.517811173,-5.229582656,-2.929099479,-3.93733985,,
156.741,0.002918632,-0.00255137,-0.002547328,-3.725594938,-5.557373805,-1.1074175,-5.586162258,1.6177747,2.127472876,-5.216717565,-2.974057619,-3.879137441,,
