time,q2,dq2,ddq2,q2_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM
0.065,-0.785001,0.00221318,0,0.22693,0.333584553,0.035348413,0.343568207,0.008229013,0,0.294215823,0.19253166,0.222194507
0.068,-0.784981,0.00390069,0,0.156189,0.332931439,0.038609896,0.344887894,0.011969288,0,0.292074195,0.196927044,0.222322594
0.07,-0.784967,0.00259852,0,0.132864,0.333435415,0.040744806,0.343887415,0.009633326,0,0.289622642,0.198734773,0.222240925
0.072,-0.784964,-0.000342245,0,0.228206,-0.334308657,0.040333194,-0.341867858,0.003744796,0,0.096635403,0.198728466,0.354940346
0.074,-0.784949,0.000316575,0,0.204908,0.334318592,0.040590868,0.341842792,0.005094038,0,0.28460023,0.200704318,0.224194401
0.077,-0.784929,0.000585201,0,0.181793,0.334214626,0.041066521,0.342102773,0.005685494,0,0.282294928,0.202097324,0.211112047
0.079,-0.784915,0.00313283,0,0.206043,0.333228622,0.043606301,0.344312529,0.011055919,0,0.27985462,0.204456748,0.208120799
0.082,-0.784901,0.00504639,0,0.258101,0.332488021,0.047640893,0.345668537,0.015350392,0,0.277436863,0.206145308,0.198813139
0.084,-0.784888,0.00720467,0,0.206957,0.331652705,0.053273769,0.346886969,0.020334575,0,0.275299361,0.207991683,0.201840733
0.086,-0.784875,0.00486006,0,0.159784,0.332560135,0.056954933,0.345547915,0.016149702,0,0.273123681,0.206800116,0.203509349
0.089,-0.784863,0.0050158,0,0.136375,0.33249986,0.060674878,0.345648903,0.016943342,0,0.270734497,0.206668156,0.201321773
0.091,-0.784857,0.00255285,0,0.13661,0.333453091,0.062527797,0.343850136,0.012311096,0,0.268067283,0.20437408,0.195421198
0.093,-0.784847,0.00224272,0,0.0853877,0.33357312,0.064138054,0.343593052,0.011915078,0,0.265215421,0.202922855,0.188568045
0.096,-0.784837,0.00796365,0,0.0857093,0.331358959,0.06980191,0.347237553,0.024007677,0,0.262031545,0.204492445,0.178939133
0.098,-0.784827,0.0108144,0,0.0384386,0.330255638,0.077237548,0.348195748,0.030674863,0,0.258576746,0.203670614,0.167947579
0.1,-0.784821,0.00615326,0,0.0386462,0.332059631,0.081280231,0.34633445,0.022047449,0,0.254647231,0.197429882,0.152941162
0.103,-0.784814,0.00270363,0,0.0389042,0.333394735,0.08301219,0.34397265,0.015500759,0,0.250371593,0.191251242,0.137283602
0.105,-0.784808,0.00147719,0,0.0391048,0.333869402,0.083948183,0.342929115,0.01322575,0,0.245852612,0.185863543,0.136873528
0.107,-0.784804,3.82E-05,0,0.0630897,0.334426335,0.083972237,0.341567931,0.010394373,0,0.241152106,0.179860082,0.122697946
0.109,-0.7848,-0.000823853,0,0.110828,-0.334122261,0.082791464,-0.342329424,0.008561665,0,0.113579878,0.173935379,0.272500426
0.111,-0.784794,0.00246001,0,0.138803,0.333489023,0.084352385,0.343773894,0.01531903,0,0.232577811,0.170594725,0.120690895
0.114,-0.784781,0.00642509,0,0.111471,0.331954425,0.088388979,0.346484758,0.023747589,0,0.228926703,0.167869924,0.100117227
0.116,-0.784776,0.0026136,0,0.163233,0.333429579,0.089988945,0.343899692,0.016490547,0,0.225278509,0.160420512,0.098945794
0.118,-0.784764,0.00334553,0,0.0882523,0.333146301,0.092015796,0.344476106,0.018251455,0,0.221922725,0.156126056,0.093142982
0.12,-0.784761,0.00302372,0,0.139924,0.333270851,0.093823543,0.344227369,0.017907729,0,0.218458538,0.151149499,0.095880005
0.123,-0.784749,0.00197859,0,0.112558,0.333675346,0.094992433,0.343368696,0.016042536,0,0.215167088,0.145994686,0.096343901
0.125,-0.784745,0.00126766,0,0.11269,0.333950496,0.095735543,0.342740107,0.014767178,0,0.21190449,0.141175161,0.098236981
0.127,-0.784738,0.00103123,0,0.0891457,0.334042001,0.09633707,0.342523072,0.014401791,0,0.208687778,0.136794229,0.099983129
0.129,-0.784735,-4.41E-05,0,0.113025,-0.33442403,0.096270762,-0.341573871,0.012281992,0,0.125780743,0.131935454,0.251630676
0.132,-0.784725,8.13E-05,0,0.0895777,0.334409649,0.096318018,0.341610862,0.012539379,0,0.202646029,0.128001292,0.115862959
0.134,-0.784719,0.00345366,0,0.089785,0.333104452,0.098324754,0.344558029,0.019494332,0,0.199788604,0.126133757,0.096575291
0.137,-0.784711,0.00396743,0,0.141649,0.332905608,0.10059916,0.344935924,0.020881201,0,0.19686259,0.122588484,0.094159136
0.139,-0.784702,0.00529031,0,0.11418,0.332393617,0.103585563,0.345822725,0.023980045,0,0.194145905,0.119900945,0.086868911
0.141,-0.784703,0.00116889,0,0.189525,0.333988722,0.104232047,0.342649925,0.016006524,0,0.191450164,0.114069152,0.090502565
0.144,-0.784701,0.00160623,0,0.213415,0.333819459,0.105116459,0.343043959,0.017017386,0,0.189182037,0.111640331,0.099098517
0.146,-0.784695,0.0019897,0,0.166012,0.333671046,0.106205325,0.343378233,0.017958868,0,0.187354884,0.109858631,0.111223945
0.148,-0.784694,0.00163676,0,0.142237,0.333807643,0.107094289,0.343070956,0.017423369,0,0.185665358,0.1080037,0.120755823
0.151,-0.784696,-0.000202257,0,0.189824,-0.334362837,0.106778183,-0.341730591,0.013783341,0,0.136083031,0.105465811,0.258537433
0.154,-0.784696,-7.24E-05,0,0.189843,-0.334413091,0.106665142,-0.341602018,0.014040903,0,0.137268756,0.104604142,0.272382817
0.156,-0.784694,0.000544215,0,0.166095,0.334230489,0.106959772,0.342063439,0.015306683,0,0.18135089,0.104466962,0.14866688
0.158,-0.784697,-0.000675129,0,0.213608,-0.334179822,0.105905133,-0.342188656,0.012792139,0,0.139740766,0.103463709,0.261243399
0.161,-0.784694,0.000425234,0,0.166119,0.334276538,0.106136571,0.341948574,0.01504412,0,0.179126232,0.104371267,0.142985178
0.163,-0.784693,0.000748419,0,0.166162,0.334151456,0.106543251,0.342258222,0.015748696,0,0.178098122,0.104989039,0.126032812
0.165,-0.784693,-3.71E-05,0,0.189973,-0.334426754,0.106485373,-0.341566851,0.014203414,0,0.143323494,0.105091249,0.246780442
0.168,-0.784689,0.000123933,0,0.142501,0.33439315,0.106552553,0.341653179,0.014533731,0,0.176205037,0.106045385,0.135972413
0.17,-0.784688,-0.000315778,0,0.166333,-0.334318901,0.10606,-0.341842013,0.013613378,0,0.14541038,0.106623582,0.247338606
0.172,-0.784686,0.000416663,0,0.142608,0.334279855,0.106286529,0.341940261,0.015113985,0,0.174348926,0.108034495,0.142418292
0.174,-0.784684,0.000185294,0,0.14266,0.334369402,0.10638711,0.341713862,0.014678652,0,0.173403624,0.108824322,0.124106645
0.177,-0.784684,-6.88E-05,0,0.166471,-0.334414501,0.10627991,-0.341598393,0.014168246,0,0.147920855,0.109569308,0.23871129
0.179,-0.784681,0.000773747,0,0.115006,0.334141654,0.106699932,0.342282175,0.015897826,0,0.171572445,0.111077959,0.12919386
0.182,-0.784677,-0.000337849,0,0.142881,-0.334310359,0.106172668,-0.341863569,0.013657654,0,0.14933625,0.111193448,0.23049542
0.184,-0.784677,3.55E-05,0,0.142887,0.334427394,0.106191929,0.341565204,0.014420402,0,0.169669978,0.112189687,0.130426395
0.186,-0.784676,-0.000200777,0,0.142916,-0.334363409,0.105879168,-0.341729132,0.013920067,0,0.150454464,0.112777382,0.218186703
0.189,-0.784676,0.00176584,0,0.142957,0.333757686,0.106840419,0.343184366,0.017956687,0,0.168029933,0.114683819,0.123708125
0.191,-0.784671,0.00183066,0,0.115323,0.333732599,0.107830298,0.343240869,0.018257977,0,0.167264639,0.115380852,0.105475736
0.193,-0.784674,0.000870234,0,0.143016,0.334104311,0.108297602,0.342373001,0.016460813,0,0.166367647,0.115264419,0.105188721
0.195,-0.784672,0.00110303,0,0.115319,0.334014212,0.108887974,0.342589404,0.017021648,0,0.165506959,0.115858299,0.099124612
0.198,-0.784676,-0.000788171,0,0.190557,-0.334136071,0.107648074,-0.342295795,0.013170409,0,0.152504751,0.114980974,0.203649067
0.2,-0.784674,0.000407932,0,0.143025,0.334283235,0.107867408,0.341931787,0.015618283,0,0.163770336,0.116241977,0.121417896
0.202,-0.784678,-0.00110903,0,0.214307,-0.33401189,0.106129219,-0.34259493,0.012438162,0,0.153272203,0.115802274,0.21413899
0.205,-0.784676,0.000109797,0,0.19056,0.334398621,0.106188884,0.341639161,0.014929744,0,0.163335646,0.117381303,0.131041479
0.207,-0.784676,-0.000320298,0,0.214375,-0.334317151,0.105689944,-0.34184643,0.01402707,0,0.153443783,0.118120531,0.215257747
0.21,-0.784678,-3.18E-05,0,0.214312,-0.334428819,0.105640542,-0.34156153,0.014613248,0,0.153674305,0.119574804,0.23211557
0.212,-0.784676,0.000728796,0,0.190596,0.334159051,0.106037928,0.342239634,0.016174128,0,0.163991272,0.121556168,0.137717716
0.216,-0.784676,0.000144243,0,0.190577,0.33438529,0.106116361,0.341673294,0.015043953,0,0.16427281,0.122790776,0.132537936
0.219,-0.784677,-8.09E-05,0,0.214324,-0.334409804,0.10599037,-0.341610463,0.014587961,0,0.154531904,0.124309593,0.219458228
0.221,-0.784676,-3.59E-05,0,0.214366,-0.334427214,0.105934458,-0.341565667,0.014676126,0,0.154864427,0.126164265,0.229258043
0.223,-0.784675,-1.59E-05,0,0.214408,-0.334434945,0.105909646,-0.341545728,0.014715279,0,0.155247065,0.128145297,0.241389522
0.226,-0.784672,0.000737705,0,0.166875,0.334155603,0.106311138,0.342248077,0.016261944,0,0.165667955,0.130692551,0.158706002
0.228,-0.784677,-0.00078575,0,0.238138,-0.334137008,0.105086599,-0.34229351,0.013130836,0,0.155952818,0.13168482,0.229961714
0.23,-0.784674,0.000764404,0,0.190636,0.33414527,0.105505007,0.342273344,0.016305364,0,0.166369673,0.13478472,0.147111605
0.233,-0.784676,0.000412096,0,0.190575,0.334281623,0.10572992,0.341935829,0.015655305,0,0.166718404,0.136650583,0.133284429
0.235,-0.784673,0.000183154,0,0.190643,0.33437023,0.105829725,0.341711751,0.015224859,0,0.167020444,0.138521322,0.136766844
0.237,-0.784675,8.14E-05,0,0.190615,0.334409611,0.105874052,0.34161096,0.015033568,0,0.16729083,0.14039502,0.133814304
0.239,-0.784673,3.62E-05,0,0.190676,0.334427113,0.105893747,0.341565926,0.014948552,0,0.167539219,0.142223995,0.141734091
0.242,-0.784674,7.26E-05,0,0.190648,0.334413022,0.105933257,0.341602194,0.015026723,0,0.167772602,0.144020592,0.148904473
0.244,-0.78467,0.00114589,0,0.14318,0.333997624,0.106556798,0.342628824,0.017236066,0,0.168000957,0.146368657,0.167847605
0.246,-0.784676,-0.000233134,0,0.190609,-0.334350886,0.106193148,-0.341760988,0.014493457,0,0.158089515,0.146874788,0.22692197
0.249,-0.784673,-6.91E-05,0,0.190676,-0.334414381,0.106085543,-0.3415987,0.014821572,0,0.15823787,0.1482674,0.233587618
0.251,-0.784671,0.000340507,0,0.166923,0.33430933,0.106270635,0.341866163,0.015661387,0,0.168428363,0.149747369,0.191769639
0.253,-0.784668,0.00135776,0,0.115485,0.333915624,0.107007732,0.342821766,0.017780932,0,0.168564088,0.151412178,0.18742035
0.256,-0.784673,-0.000381361,0,0.190687,-0.334293518,0.106411893,-0.341905964,0.014305673,0,0.158515279,0.150939307,0.223597791
0.258,-0.784675,-0.00091191,0,0.214434,-0.334088181,0.104990219,-0.342412026,0.013125947,0,0.158562924,0.151198351,0.22105593
0.26,-0.784673,-0.000219689,0,0.190702,-0.33435609,0.104649499,-0.34174776,0.014518111,0,0.15874374,0.152319615,0.233577594
0.263,-0.784673,-6.51E-05,0,0.190679,-0.334415923,0.104548671,-0.341594736,0.014827301,0,0.15895225,0.153081657,0.237283577
0.265,-0.78467,0.000713486,0,0.14318,0.334164977,0.104940667,0.342225112,0.016424235,0,0.169182902,0.154196267,0.176058348
0.267,-0.784673,-0.000239707,0,0.190674,-0.334348342,0.104568969,-0.34176745,0.014513567,0,0.159272223,0.15396807,0.216301421
0.269,-0.784673,-0.000292141,0,0.190664,-0.334328049,0.104116582,-0.341818889,0.014375913,0,0.159415444,0.154287827,0.208626147
0.272,-0.784671,0.000470252,0,0.166927,0.334259115,0.104375715,0.341992153,0.015937856,0,0.169599965,0.155101231,0.158670414
0.274,-0.784676,-0.00127583,0,0.2382,-0.333947334,0.102401464,-0.342747535,0.012276998,0,0.159712272,0.154240397,0.211348665
0.276,-0.784673,0.00017538,0,0.190677,0.334373239,0.102499255,0.341704076,0.015244677,0,0.169997565,0.155595626,0.153363266
0.278,-0.784676,-0.00103568,0,0.238178,-0.334040278,0.100907641,-0.342527194,0.012676903,0,0.160241115,0.155289417,0.203930006
0.281,-0.784675,0.000219011,0,0.214431,0.334356352,0.101031014,0.341747093,0.015242953,0,0.170614603,0.156720801,0.157222948
0.283,-0.784676,-0.000645078,0,0.238184,-0.334191452,0.100045029,-0.342160021,0.013428969,0,0.160979578,0.156920482,0.207940517
0.286,-0.784672,-0.000129266,0,0.214528,-0.334391086,0.099848169,-0.341658464,0.01446952,0,0.161431236,0.158151573,0.21642296
0.288,-0.784672,0.00049936,0,0.190715,0.334247849,0.100131502,0.342020254,0.015758564,0,0.171883051,0.159488028,0.177488549
0.29,-0.784674,-0.00014927,0,0.214464,-0.334383344,0.099904106,-0.341678269,0.014460839,0,0.16224164,0.159941642,0.222792939
0.293,-0.784674,-0.000353568,0,0.214456,-0.334304275,0.099365936,-0.3418789,0.014006526,0,0.162623099,0.160699089,0.21813605
0.294,-0.784675,-0.000235712,0,0.21444,-0.334349889,0.099007873,-0.341763523,0.014222773,0,0.163021513,0.161677381,0.231207913
0.299,-0.784672,-0.00034038,0,0.214514,-0.334309379,0.098491498,-0.341866039,0.01397344,0,0.163429507,0.162533532,0.240686449
0.302,-0.78467,0.000394091,0,0.190773,0.334288591,0.098717164,0.341918342,0.015477809,0,0.173848623,0.163913364,0.186896779
0.304,-0.784676,-0.00140248,0,0.265992,-0.333898316,0.096591823,-0.342862082,0.011694888,0,0.164174345,0.163615016,0.225228277
0.306,-0.784674,-0.000561458,0,0.238271,-0.334223816,0.095747693,-0.342080001,0.013354876,0,0.164665595,0.165214871,0.223535625
0.309,-0.784672,0.00020485,0,0.214527,0.334361833,0.095867174,0.341733146,0.014922345,0,0.175199769,0.166866432,0.175495629
0.311,-0.784672,0.000647856,0,0.190716,0.334190377,0.096244744,0.34216267,0.01585151,0,0.175675716,0.168275081,0.173356937
0.313,-0.784674,-0.00045448,0,0.238288,-0.334265219,0.095562337,-0.341976902,0.013607617,0,0.166041211,0.168563256,0.214868748
0.316,-0.784672,0.00107177,0,0.190729,0.334026311,0.096188234,0.34256057,0.016736459,0,0.176491105,0.170555237,0.171654105
0.318,-0.78467,0.00047634,0,0.190786,0.334256759,0.09646525,0.341998036,0.015616428,0,0.176840035,0.171067111,0.171954894
0.32,-0.78467,0.000397311,0,0.190792,0.334287345,0.096695879,0.341921471,0.015499731,0,0.177121947,0.171734045,0.169431508
0.323,-0.784673,-0.00118151,0,0.238301,-0.333983838,0.094918834,-0.342661486,0.012184981,0,0.167347502,0.171329351,0.214106584
0.325,-0.78467,3.17E-05,0,0.190802,0.334428848,0.094937425,0.341561456,0.014664039,0,0.177695699,0.172751493,0.18250204
0.327,-0.784672,-0.000171516,0,0.214532,-0.334374734,0.094681149,-0.34170026,0.014233745,0,0.167973837,0.173150628,0.234339999
0.33,-0.784673,-0.000669499,0,0.238304,-0.334182001,0.093681758,-0.342183296,0.0131467,0,0.168285997,0.173350951,0.245055915
0.332,-0.78467,0.000444861,0,0.190781,0.334268942,0.093944815,0.341967592,0.015427686,0,0.178690863,0.174647021,0.196287748
0.335,-0.784672,-0.000486869,0,0.214543,-0.334252684,0.093220051,-0.342008203,0.013511632,0,0.169000908,0.174528178,0.242063146
0.337,-0.784673,-0.000958802,0,0.238295,-0.334070032,0.091796643,-0.342455788,0.012447823,0,0.169332787,0.1746725,0.241053141
0.339,-0.78467,0.000130678,0,0.190793,0.33439054,0.091874882,0.341659862,0.014674528,0,0.17974871,0.175880101,0.193890991
0.341,-0.78467,5.81E-05,0,0.190788,0.334418638,0.091909637,0.341587752,0.014537956,0,0.180069445,0.176215464,0.193850649
0.344,-0.784668,0.000512153,0,0.167071,0.334242898,0.092216044,0.342032585,0.015475949,0,0.180327101,0.176729868,0.178321277
0.346,-0.784672,-0.000514793,0,0.214547,-0.334241876,0.091454684,-0.342035129,0.013368228,0,0.170471161,0.176079026,0.203852033
0.348,-0.78467,0.000328015,0,0.190815,0.334314165,0.091651513,0.341853969,0.015093218,0,0.180692967,0.17659542,0.19148296
0.35,-0.78467,-3.98E-05,0,0.190793,-0.334425705,0.091592747,-0.341569557,0.014365581,0,0.170874837,0.176259529,0.219433574
0.352,-0.78467,-1.77E-05,0,0.190795,-0.334434266,0.091566635,-0.34154748,0.014408917,0,0.171056112,0.176067356,0.232622565
0.355,-0.784673,-0.000933264,0,0.238317,-0.334079916,0.090189753,-0.342431974,0.012441759,0,0.17123024,0.175213972,0.231972377
0.357,-0.784673,-0.000600388,0,0.238293,-0.334208749,0.089308582,-0.342117317,0.013059208,0,0.171526593,0.175300856,0.241830548
0.359,-0.784673,-0.000452443,0,0.238295,-0.334266008,0.088646761,-0.341974931,0.013314261,0,0.17190538,0.175429525,0.239540287
0.362,-0.78467,-0.000319661,0,0.238392,-0.334317398,0.088180346,-0.341845808,0.013552126,0,0.172340313,0.175688059,0.238993948
0.364,-0.784667,0.00041474,0,0.190898,0.3342806,0.08843458,0.341938395,0.015056734,0,0.182817544,0.176440478,0.206537066
0.366,-0.784669,-0.000372483,0,0.214632,-0.334296954,0.087891531,-0.341897325,0.013445216,0,0.173168,0.176120732,0.219489487
0.369,-0.784668,-0.000234101,0,0.214654,-0.334350512,0.087550936,-0.341761939,0.013703396,0,0.173520534,0.176370006,0.224343171
0.371,-0.78467,-0.000660857,0,0.238398,-0.334185345,0.086590701,-0.342175064,0.012763338,0,0.173870065,0.176270994,0.228483127
0.373,-0.784672,-0.00112893,0,0.266114,-0.334004188,0.084956352,-0.342613241,0.011690407,0,0.174275737,0.176268421,0.239440383
0.375,-0.784665,0.00141616,0,0.167139,0.333893022,0.085842638,0.342874386,0.016904947,0,0.184808786,0.178369459,0.205479169
0.378,-0.784666,-7.53E-05,0,0.214708,-0.334411957,0.085733879,-0.341604932,0.013969104,0,0.175129883,0.177695728,0.216140179
0.38,-0.784672,-0.000466561,0,0.266123,-0.334260543,0.085060651,-0.341988586,0.013121893,0,0.17545493,0.17768126,0.221754863
0.383,-0.784668,0.000851648,0,0.214628,0.334111504,0.085593289,0.342355557,0.015824117,0,0.185921773,0.178967015,0.195081422
0.385,-0.784672,-0.000827916,0,0.266093,-0.334120689,0.084399285,-0.342333247,0.012379575,0,0.17631195,0.178363187,0.221643425
0.387,-0.784668,0.000621925,0,0.21463,0.334200413,0.084789895,0.342137915,0.015347562,0,0.186823083,0.179907235,0.192064041
0.389,-0.784668,0.000462015,0,0.214667,0.334262303,0.085079349,0.341984191,0.015078547,0,0.187252551,0.180390809,0.17787351
0.392,-0.784666,0.000817441,0,0.190924,0.334124743,0.085590533,0.342323387,0.015852915,0,0.187628326,0.181123822,0.178726871
0.394,-0.784665,-0.000193505,0,0.214743,-0.334366224,0.085311466,-0.341721962,0.013836759,0,0.177897196,0.180830113,0.203601505
0.397,-0.784667,0.0017105,0,0.238504,0.333779104,0.086379534,0.34313589,0.017745361,0,0.188194942,0.182282849,0.194106771
0.399,-0.784664,0.00196268,0,0.191003,0.333681503,0.087596703,0.343355023,0.018426228,0,0.188534412,0.182795436,0.190987049
0.401,-0.784669,-0.000736563,0,0.266197,-0.334156045,0.086526278,-0.342246995,0.013002345,0,0.178763848,0.181313954,0.219744428
0.403,-0.784667,-0.00017866,0,0.238486,-0.334371969,0.086267696,-0.341707315,0.014123402,0,0.179147509,0.182066264,0.232456695
0.406,-0.784667,-0.00498331,0,0.238496,-0.332512434,0.079062279,-0.345627977,0.003790093,0,0.179531895,0.179585235,0.250499382
0.408,-0.784661,-0.00200345,0,0.191058,-0.333665724,0.076244904,-0.343390024,0.009671302,0,0.179970549,0.18195649,0.260391872
0.41,-0.784663,-0.00174596,0,0.214817,-0.33376538,0.073816492,-0.343166977,0.010016258,0,0.180310796,0.18245861,0.258588843
0.413,-0.78466,-1.55E-05,0,0.191095,-0.334435111,0.073795118,-0.3415453,0.01354532,0,0.180650549,0.183808996,0.256189625
0.415,-0.784663,0.0015511,0,0.238629,0.333840796,0.074836037,0.342995039,0.016766337,0,0.190929837,0.184877858,0.22482463
0.418,-0.784666,-0.000274932,0,0.290104,-0.334334709,0.074455749,-0.341802028,0.013136384,0,0.181234358,0.183939153,0.23672495
0.42,-0.784657,0.001897,0,0.191207,0.333706923,0.075723651,0.343298386,0.017597168,0,0.191734471,0.18579611,0.213703002
0.422,-0.784663,0.000559805,0,0.238632,0.334224455,0.076094902,0.342078414,0.015029915,0,0.192077501,0.185282304,0.19775556
0.424,-0.784661,9.52E-05,0,0.238692,0.334404254,0.076157921,0.341624714,0.014128821,0,0.192432224,0.185358222,0.197253198
0.427,-0.784661,6.15E-06,0,0.2387,0.334438736,0.076161988,0.341535942,0.013954861,0,0.192797104,0.185712634,0.189791064
0.43,-0.784661,-0.000113825,0,0.238702,-0.334397062,0.076003723,-0.341643157,0.013698667,0,0.183168036,0.186088884,0.227114333
0.432,-0.784659,0.000323827,0,0.21495,0.334315786,0.076218108,0.341849878,0.014596453,0,0.193570648,0.186842101,0.218521231
0.435,-0.784656,9.79E-05,0,0.215052,0.334403238,0.076282814,0.34162732,0.014163143,0,0.193907795,0.187091584,0.214453391
0.437,-0.784656,4.43E-05,0,0.21505,0.334423986,0.076312064,0.341573982,0.014062361,0,0.194200241,0.187359412,0.210532713
0.439,-0.784656,2.01E-05,0,0.215055,0.334433337,0.076325345,0.341549878,0.014016959,0,0.194461068,0.187564836,0.200119574
0.441,-0.784656,-0.00017643,0,0.215048,-0.334372832,0.076079875,-0.341705113,0.013599135,0,0.184697903,0.187590638,0.233248219
0.444,-0.784656,0.00124115,0,0.266601,0.333960756,0.076901172,0.34271597,0.016509747,0,0.194953251,0.188541525,0.222195193
0.446,-0.784654,0.00126525,0,0.238913,0.333951428,0.077734175,0.342737915,0.016677822,0,0.195386045,0.188837161,0.219704061
0.449,-0.784651,0.00128517,0,0.191413,0.333943719,0.07857593,0.342756022,0.01683955,0,0.195891673,0.189166436,0.2175051
0.45,-0.784654,-0.000209846,0,0.238912,-0.334359899,0.07828139,-0.341738068,0.013872365,0,0.185568366,0.188350449,0.233732405
0.453,-0.784649,0.000114674,0,0.215252,0.334396734,0.078356244,0.341643999,0.014536388,0,0.196564765,0.188708541,0.22706117
0.456,-0.784651,-0.000191087,0,0.239011,-0.33436716,0.078088264,-0.341719578,0.013901753,0,0.18606651,0.188605798,0.249482825
0.458,-0.784649,0.00340937,0,0.215257,0.333121593,0.080316408,0.344524574,0.021294272,0,0.197158558,0.190959751,0.23499643
0.46,-0.784654,0.000310289,0,0.290491,0.334321025,0.080516389,0.341836647,0.015255555,0,0.197407515,0.189114012,0.217096235
0.462,-0.784648,0.000780596,0,0.239107,0.334139003,0.081018851,0.342288644,0.016250648,0,0.197974647,0.189783399,0.218183264
0.465,-0.784646,0.000604182,0,0.215358,0.33420728,0.08140653,0.342120948,0.015963077,0,0.198576179,0.190076513,0.210616432
0.467,-0.784641,0.00394855,0,0.167926,0.332912916,0.083933979,0.344922369,0.022884216,0,0.19913867,0.192427172,0.214408705
0.469,-0.784647,0.000758858,0,0.239135,0.334147416,0.084412008,0.3422681,0.016715019,0,0.199427273,0.190411648,0.212266298
0.471,-0.784647,0.000724344,0,0.239118,0.334160774,0.084866907,0.342235413,0.016716572,0,0.199828235,0.190395452,0.212468393
