time,q2,dq2,ddq2,q2_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM
30.587,-0.659524,0.000207024,0,0.159119,0.334360992,0.262112463,0.341735288,0.32616081,0.193491054,0.123335876,0.157692447,0.168883203
30.589,-0.659524,0.000308549,0,0.159669,0.334321699,0.262140503,0.341834945,0.326268251,0.1549395,0.123120253,0.159364326,0.170085978
30.591,-0.659523,0.000508341,0,0.136461,0.334244373,0.262186674,0.342028912,0.326479236,0.165938885,0.122905232,0.160224138,0.148035288
30.594,-0.659521,0.000831167,0,0.11354,0.334119431,0.262262094,0.342336306,0.326820154,0.20151382,0.12269333,0.160017415,0.166699883
30.596,-0.659515,0.00157583,0,0.0627184,0.333831225,0.262404858,0.34301701,0.327604758,0.194755103,0.122480005,0.157623519,0.159429874
30.598,-0.659513,0.00107158,0,0.0395279,0.334026384,0.262501651,0.342560394,0.327082996,0.192043017,0.122265146,0.158149553,0.139222116
30.601,-0.659513,0.000379373,0,0.0403715,0.334294288,0.262535849,0.34190403,0.326361677,0.138133547,0.122043661,0.158025112,0.151033253
30.603,-0.659513,-0.000202598,0,0.0409342,-0.334362705,0.262020676,-0.341730927,0.325327013,0.186372585,-0.230927546,0.156414051,0.218323592
30.605,-0.65951,-9.00E-05,0,0.0415619,-0.334406266,0.26179203,-0.341619548,0.325642053,0.18318529,-0.230620033,0.151542886,0.199344856
30.608,-0.659511,-0.00101657,0,0.0661733,-0.334047674,0.259212267,-0.342509484,0.322705164,0.187461979,-0.230218289,0.149242753,0.198174444
30.61,-0.659509,-0.000451808,0,0.0667907,-0.334266253,0.258073717,-0.341974316,0.324286167,0.156518212,-0.229764971,0.141569688,0.16512975
30.612,-0.659511,-0.00103602,0,0.0950461,-0.334040147,0.255471047,-0.342527509,0.322357758,0.167195244,-0.229255126,0.137301426,0.185120205
30.614,-0.659508,-2.74E-05,0,0.0679063,-0.33443052,0.255402756,-0.341557145,0.325332373,0.165239643,-0.228711719,0.127805673,0.144746818
30.617,-0.659513,-0.00136921,0,0.143938,-0.333911193,0.251988079,-0.342832102,0.321101223,0.184480443,-0.22811853,0.125844806,0.120245526
30.619,-0.659512,-0.000422933,0,0.120734,-0.334277429,0.250943177,-0.341946343,0.323814221,0.199236253,-0.227482839,0.116970644,0.148770196
30.621,-0.65951,-3.33E-05,0,0.0975182,-0.334428228,0.250861142,-0.341563055,0.324958286,0.207059133,-0.226814167,0.110319567,0.118096262
30.624,-0.659513,-0.00120598,0,0.14585,-0.333974367,0.247890883,-0.342683871,0.321260092,0.224869975,-0.226107267,0.109004368,0.106599942
30.626,-0.65951,0.000577632,0,0.0988818,0.334217556,0.247959803,0.342095518,0.325429216,0.184769432,0.119451543,0.09866679,0.082835919
30.628,-0.659515,-0.00163025,0,0.170661,-0.333810163,0.243976709,-0.343065205,0.319692732,0.203711913,-0.22479005,0.10167059,0.089017601
30.631,-0.659508,0.000950239,0,0.0724797,0.334073346,0.244098014,0.342447808,0.325506898,0.213140018,0.11867848,0.08986719,0.08317919
30.633,-0.659505,0.000638866,0,0.0730873,0.334193857,0.244179403,0.342154093,0.325183465,0.181656161,0.118247514,0.087542612,0.081094848
30.635,-0.659505,0.000655149,0,0.0497973,0.334187555,0.244262751,0.342169624,0.325203738,0.215530464,0.117813294,0.084183276,0.075532605
30.638,-0.659505,-5.34E-05,0,0.0743877,-0.334420466,0.244133729,-0.341583046,0.324348718,0.169695194,-0.222718823,0.083057049,0.151901634
30.64,-0.659503,0.000161891,0,0.0511579,0.334378459,0.244154341,0.341690749,0.324676772,0.194788153,0.117035722,0.079018757,0.073585035
30.642,-0.659501,0.00044316,0,0.0279233,0.3342696,0.244210744,0.341965945,0.324973961,0.199540296,0.116640974,0.074697549,0.075877382
30.645,-0.659494,0.00170894,0,-0.046448,0.333779708,0.24442804,0.34313452,0.326309479,0.220084419,0.116215715,0.066924143,0.081344272
30.647,-0.65949,0.00205876,0,-0.0934146,0.333644318,0.244688854,0.343437319,0.326685972,0.186632641,0.115759622,0.061345835,0.07452896
30.649,-0.659494,-0.000631697,0,0.00615173,-0.334196631,0.243159449,-0.342147249,0.322539944,0.154417584,-0.220759851,0.064633553,0.117432679
30.652,-0.659492,-0.00159982,0,0.0307725,-0.33382194,0.239302632,-0.343038282,0.319370986,0.180882935,-0.220301039,0.06218221,0.120048623
